mode	ox/red	error	control changes	time/s	control/V	Ewe/V	<I>/mA	(Q-Qo)/C	I Range	P/W	
2	0	0	1	7.126763895927434E+002	-1.1713260E+000	-1.1715767E+000	-3.208813309090228E+002	-4.3937540E-001	37	3.7593710E-001
2	0	0	1	7.127095895919047E+002	-1.1680057E+000	-1.1682289E+000	-3.100180213514968E+002	-4.4982982E-001	37	3.6217201E-001
2	0	0	1	7.127429895910609E+002	-1.1646651E+000	-1.1650746E+000	-2.992272725970670E+002	-4.5998520E-001	37	3.4862208E-001
2	0	0	1	7.127763895902172E+002	-1.1613249E+000	-1.1604457E+000	-2.886490135093964E+002	-4.6978444E-001	37	3.3496150E-001
2	0	0	1	7.128095895893784E+002	-1.1580044E+000	-1.1595660E+000	-2.783260639342570E+002	-4.7917789E-001	37	3.2273746E-001
2	0	0	1	7.128429895885347E+002	-1.1546640E+000	-1.1554796E+000	-2.680003957713089E+002	-4.8828265E-001	37	3.0966899E-001
2	0	0	1	7.128763895876909E+002	-1.1513236E+000	-1.1513500E+000	-2.576463557978032E+002	-4.9704257E-001	37	2.9664114E-001
2	0	0	1	7.129096895868497E+002	-1.1479987E+000	-1.1491724E+000	-2.476766931058023E+002	-5.0543803E-001	37	2.8462324E-001
2	0	0	1	7.129429895860085E+002	-1.1446695E+000	-1.1436397E+000	-2.377437581910025E+002	-5.1350302E-001	37	2.7189320E-001
2	0	0	1	7.129763895851647E+002	-1.1413291E+000	-1.1409192E+000	-2.279941532145604E+002	-5.2126276E-001	37	2.6012290E-001
2	0	0	1	7.130097895843210E+002	-1.1379887E+000	-1.1389594E+000	-2.182292237670340E+002	-5.2869660E-001	37	2.4855423E-001
2	0	0	1	7.130429895834823E+002	-1.1346684E+000	-1.1340503E+000	-2.086422805892093E+002	-5.3576475E-001	37	2.3661083E-001
2	0	0	1	7.130763895826385E+002	-1.1313279E+000	-1.1329147E+000	-1.991780681878540E+002	-5.4255754E-001	37	2.2565176E-001
2	0	0	1	7.131097895817948E+002	-1.1279875E+000	-1.1271857E+000	-1.896831062331023E+002	-5.4903370E-001	37	2.1380809E-001
2	0	0	1	7.131429895809561E+002	-1.1246672E+000	-1.1252871E+000	-1.803904492463007E+002	-5.5515993E-001	37	2.0299104E-001
2	0	0	1	7.131763895801123E+002	-1.1213267E+000	-1.1225246E+000	-1.711678200114211E+002	-5.6101334E-001	37	1.9214009E-001
2	0	0	1	7.132097895792685E+002	-1.1179863E+000	-1.1184264E+000	-1.619929853834933E+002	-5.6655979E-001	37	1.8117724E-001
2	0	0	1	7.132429895784298E+002	-1.1146659E+000	-1.1156689E+000	-1.529719969445684E+002	-5.7177103E-001	37	1.7066610E-001
2	0	0	1	7.132763895775861E+002	-1.1113254E+000	-1.1120697E+000	-1.439834622587985E+002	-5.7671279E-001	37	1.6011965E-001
2	0	0	1	7.133097895767423E+002	-1.1079850E+000	-1.1080855E+000	-1.351122214788857E+002	-5.8135664E-001	37	1.4971590E-001
2	0	0	1	7.133429895759036E+002	-1.1046646E+000	-1.1039735E+000	-1.263447794693487E+002	-5.8568013E-001	37	1.3948129E-001
2	0	0	1	7.133763895750599E+002	-1.1013242E+000	-1.1015542E+000	-1.176541037564803E+002	-5.8973837E-001	37	1.2960237E-001
2	0	0	1	7.134097895742161E+002	-1.0979837E+000	-1.0987414E+000	-1.090150811183007E+002	-5.9350705E-001	37	1.1977939E-001
2	0	0	1	7.134429895733774E+002	-1.0946634E+000	-1.0945811E+000	-1.005940832284643E+002	-5.9696954E-001	37	1.1010838E-001
2	0	0	1	7.134763895725337E+002	-1.0913298E+000	-1.0930905E+000	-9.207398658593502E+001	-6.0016984E-001	37	1.0064521E-001
2	0	0	1	7.135097895716899E+002	-1.0879893E+000	-1.0879518E+000	-8.375951098318433E+001	-6.0308957E-001	37	9.1126308E-002
2	0	0	1	7.135431895708462E+002	-1.0846488E+000	-1.0846806E+000	-7.544834736188261E+001	-6.0573184E-001	37	8.1837356E-002
2	0	0	1	7.135763895700075E+002	-1.0813286E+000	-1.0814245E+000	-6.726683413108208E+001	-6.0808462E-001	37	7.2744004E-002
2	0	0	1	7.136097895691637E+002	-1.0779880E+000	-1.0785041E+000	-5.909773732114741E+001	-6.1017901E-001	37	6.3737154E-002
2	0	0	1	7.136431895683199E+002	-1.0746478E+000	-1.0753014E+000	-5.101839233786984E+001	-6.1200166E-001	37	5.4860149E-002
2	0	0	1	7.136763895674812E+002	-1.0713273E+000	-1.0720773E+000	-4.310548719865307E+001	-6.1354733E-001	37	4.6212412E-002
2	0	0	1	7.137397895658796E+002	-1.0649866E+000	-1.0638359E+000	-2.799740687970780E+001	-6.1591172E-001	38	2.9784646E-002
2	0	0	1	7.137731895650359E+002	-1.0616461E+000	-1.0627396E+000	-2.023173369754244E+001	-6.1670107E-001	38	2.1501064E-002
2	0	0	1	7.138063895641972E+002	-1.0583258E+000	-1.0570190E+000	-1.256058083077269E+001	-6.1722964E-001	38	1.3276773E-002
2	0	0	1	7.138397895633534E+002	-1.0549853E+000	-1.0539117E+000	-5.000719489535243E+000	-6.1750734E-001	38	5.2703167E-003
2	0	0	1	7.138731895625097E+002	-1.0516449E+000	-1.0521088E+000	2.506773257459063E+000	-6.1753339E-001	38	-2.6373982E-003
2	1	0	1	7.139063895616709E+002	-1.0483245E+000	-1.0500311E+000	9.879483462174733E+000	-6.1731237E-001	38	-1.0373765E-002
2	1	0	1	7.139397895608272E+002	-1.0449842E+000	-1.0448769E+000	1.708889086948511E+001	-6.1684644E-001	38	-1.7855788E-002
2	1	0	1	7.139731895599834E+002	-1.0416436E+000	-1.0420834E+000	2.431730289503393E+001	-6.1613929E-001	38	-2.5340658E-002
2	1	0	1	7.140064895591422E+002	-1.0383167E+000	-1.0388641E+000	3.142730002617304E+001	-6.1519551E-001	38	-3.2648694E-002
2	1	0	1	7.140397895583010E+002	-1.0349895E+000	-1.0355965E+000	3.841958522606774E+001	-6.1401755E-001	38	-3.9787188E-002
2	1	0	1	7.140731895574572E+002	-1.0316491E+000	-1.0328130E+000	4.537822148499640E+001	-6.1260283E-001	38	-4.6867214E-002
2	1	0	1	7.141065895566135E+002	-1.0283087E+000	-1.0288163E+000	5.238743846239879E+001	-6.1095512E-001	38	-5.3897053E-002
2	1	0	1	7.141397895557748E+002	-1.0249883E+000	-1.0260202E+000	5.946348123055913E+001	-6.0908318E-001	38	-6.1010730E-002
2	1	0	1	7.141731895549310E+002	-1.0216479E+000	-1.0232694E+000	6.662075999630815E+001	-6.0696203E-001	38	-6.8170987E-002
2	1	0	1	7.142065895540873E+002	-1.0183076E+000	-1.0195829E+000	7.406033011127374E+001	-6.0459727E-001	38	-7.5510643E-002
2	1	0	1	7.142397895532486E+002	-1.0149872E+000	-1.0147589E+000	8.140522528842621E+001	-6.0200113E-001	38	-8.2606681E-002
2	1	0	1	7.142731895524048E+002	-1.0116467E+000	-1.0121895E+000	8.869858786794885E+001	-5.9914494E-001	38	-8.9779779E-002
2	1	0	1	7.143065895515610E+002	-1.0083064E+000	-1.0091394E+000	9.600955727524206E+001	-5.9604478E-001	38	-9.6887030E-002
2	1	0	1	7.143397895507223E+002	-1.0049858E+000	-1.0042868E+000	1.034288263863110E+002	-5.9271866E-001	38	-1.0387220E-001
2	1	0	1	7.143881895494997E+002	-1.0001471E+000	-1.0011585E+000	1.139476805039692E+002	-5.8740485E-001	38	-1.1407968E-001
2	1	0	1	7.144365895482770E+002	-9.9530476E-001	-9.9472129E-001	1.242983594528835E+002	-5.8173245E-001	37	-1.2364223E-001
2	1	0	1	7.144697895474383E+002	-9.9198431E-001	-9.9390149E-001	1.304643257045744E+002	-5.7748967E-001	37	-1.2966868E-001
2	1	0	1	7.145031895465945E+002	-9.8864394E-001	-9.8875010E-001	1.357791427041865E+002	-5.7302928E-001	37	-1.3425164E-001
2	1	0	1	7.145365895457508E+002	-9.8530358E-001	-9.8504835E-001	1.372342723809352E+002	-5.6845587E-001	37	-1.3518240E-001
2	1	0	1	7.145698895449095E+002	-9.8197645E-001	-9.8259580E-001	1.395805589466781E+002	-5.6385100E-001	37	-1.3715127E-001
2	1	0	1	7.146031895440683E+002	-9.7864944E-001	-9.7931343E-001	1.560394688547972E+002	-5.5890530E-001	37	-1.5281154E-001
2	1	0	1	7.146365895432245E+002	-9.7530901E-001	-9.7733438E-001	1.661775804749240E+002	-5.5350357E-001	37	-1.6241106E-001
2	1	0	1	7.146699895423808E+002	-9.7196859E-001	-9.7294050E-001	1.737027206495068E+002	-5.4781109E-001	37	-1.6900241E-001
2	1	0	1	7.147031895415421E+002	-9.6864831E-001	-9.6781844E-001	1.802863194250183E+002	-5.4192048E-001	37	-1.7448442E-001
2	1	0	1	7.147365895406983E+002	-9.6530783E-001	-9.6589631E-001	1.865660358308860E+002	-5.3578061E-001	37	-1.8020345E-001
2	1	0	1	7.147699895398546E+002	-9.6196741E-001	-9.6144062E-001	1.928204222929921E+002	-5.2943128E-001	37	-1.8538539E-001
2	1	0	1	7.148031895390159E+002	-9.5864707E-001	-9.5823079E-001	1.989889175054764E+002	-5.2291387E-001	37	-1.9067731E-001
2	1	0	1	7.148365895381721E+002	-9.5530659E-001	-9.5599586E-001	2.049143328327600E+002	-5.1615542E-001	37	-1.9589725E-001
2	1	0	1	7.148699895373284E+002	-9.5196623E-001	-9.5250636E-001	2.105298102265815E+002	-5.0920463E-001	37	-2.0053099E-001
2	1	0	1	7.148881895368686E+002	-9.5013905E-001	-9.4992745E-001	2.135903911590576E+002	-5.0535744E-001	37	-2.0289537E-001
