mode	ox/red	error	control changes	time/s	control/V	Ewe/V	<I>/mA	(Q-Qo)/C	I Range	<Ece>/V	P/W	Ewe-Ece/V	
2	0	0	1	1.313191991150961E+002	-1.1377785E+000	-1.1390207E+000	-1.047421573681784E+002	-1.1843475E+000	37	6.0212475E-001	1.1930348E-001	-1.7411454E+000
2	0	0	1	1.316524991066763E+002	-1.1344458E+000	-1.1354014E+000	-1.009538724259359E+002	-1.2185237E+000	37	6.0047704E-001	1.1462317E-001	-1.7358785E+000
2	0	0	1	1.319858990982539E+002	-1.1311116E+000	-1.1305988E+000	-9.745834279055669E+001	-1.2514983E+000	37	5.9875619E-001	1.1018629E-001	-1.7293550E+000
2	0	0	1	1.323191990898340E+002	-1.1277786E+000	-1.1278454E+000	-9.383799717737202E+001	-1.2832795E+000	37	5.9721482E-001	1.0583475E-001	-1.7250602E+000
2	0	0	1	1.326525990814116E+002	-1.1244444E+000	-1.1260428E+000	-9.031443664807159E+001	-1.3138791E+000	37	5.9557182E-001	1.0169792E-001	-1.7216146E+000
2	0	0	1	1.329859990729892E+002	-1.1211107E+000	-1.1205230E+000	-8.681872702849410E+001	-1.3433056E+000	37	5.9366792E-001	9.7282380E-002	-1.7141910E+000
2	0	0	1	1.333193990645668E+002	-1.1177764E+000	-1.1181893E+000	-8.329034977547803E+001	-1.3715577E+000	37	5.9199691E-001	9.3134381E-002	-1.7101862E+000
2	0	0	1	1.336527990561444E+002	-1.1144426E+000	-1.1146010E+000	-7.982016248914010E+001	-1.3986454E+000	37	5.9010005E-001	8.8967636E-002	-1.7047011E+000
2	0	0	1	1.339860990477246E+002	-1.1111097E+000	-1.1116920E+000	-7.627662188807335E+001	-1.4245565E+000	37	5.8845192E-001	8.4796108E-002	-1.7001438E+000
2	0	0	1	1.343193990393047E+002	-1.1077764E+000	-1.1090364E+000	-7.289395853180866E+001	-1.4493169E+000	37	5.8666742E-001	8.0842055E-002	-1.6957039E+000
2	0	0	1	1.346527990308823E+002	-1.1044427E+000	-1.1050652E+000	-6.951928614641361E+001	-1.4729540E+000	37	5.8499497E-001	7.6823346E-002	-1.6900601E+000
2	0	0	1	1.349861990224599E+002	-1.1011084E+000	-1.1001240E+000	-6.625177548677198E+001	-1.4954894E+000	37	5.8319736E-001	7.2885171E-002	-1.6833214E+000
2	0	0	1	1.353195990140375E+002	-1.0977746E+000	-1.0981885E+000	-6.298807681360631E+001	-1.5169321E+000	37	5.8120960E-001	6.9172785E-002	-1.6793981E+000
2	0	0	1	1.356529990056151E+002	-1.0944406E+000	-1.0945457E+000	-5.965967349863320E+001	-1.5372783E+000	37	5.7922202E-001	6.5300241E-002	-1.6737678E+000
2	0	0	1	1.359863989971927E+002	-1.0911064E+000	-1.0918642E+000	-5.642868139138818E+001	-1.5565289E+000	37	5.7721925E-001	6.1612457E-002	-1.6690835E+000
2	0	0	1	1.363196989887729E+002	-1.0877737E+000	-1.0891705E+000	-5.326393652652041E+001	-1.5747099E+000	37	5.7532418E-001	5.8013506E-002	-1.6644946E+000
2	0	0	1	1.366530989803505E+002	-1.0844395E+000	-1.0836248E+000	-5.009963519838283E+001	-1.5918422E+000	37	5.7337654E-001	5.4289211E-002	-1.6570014E+000
2	0	0	1	1.369863989719306E+002	-1.0811065E+000	-1.0815959E+000	-4.695151538388561E+001	-1.6079183E+000	37	5.7115638E-001	5.0782565E-002	-1.6527523E+000
2	0	0	1	1.373364989630863E+002	-1.0776056E+000	-1.0787116E+000	-4.376328708663289E+001	-1.6236788E+000	37	5.6902307E-001	4.7207966E-002	-1.6477346E+000
2	0	0	1	1.376865989542421E+002	-1.0741045E+000	-1.0738512E+000	-4.058361514426576E+001	-1.6383741E+000	38	5.6666863E-001	4.3580767E-002	-1.6405199E+000
2	0	0	1	1.380198989458222E+002	-1.0707716E+000	-1.0707761E+000	-3.758162597634310E+001	-1.6513041E+000	38	5.6419355E-001	4.0241506E-002	-1.6349697E+000
2	0	0	1	1.383531989374023E+002	-1.0674385E+000	-1.0672053E+000	-3.452365575627437E+001	-1.6632247E+000	38	5.6221700E-001	3.6843829E-002	-1.6294223E+000
2	0	0	1	1.386865989289799E+002	-1.0641047E+000	-1.0652441E+000	-3.154679647495789E+001	-1.6741427E+000	38	5.5900973E-001	3.3605039E-002	-1.6242537E+000
2	0	0	1	1.390199989205576E+002	-1.0607708E+000	-1.0609477E+000	-2.861106532560797E+001	-1.6840765E+000	38	5.5705428E-001	3.0354843E-002	-1.6180019E+000
2	0	0	1	1.393533989121352E+002	-1.0574366E+000	-1.0582449E+000	-2.565708715573406E+001	-1.6930285E+000	38	5.5442733E-001	2.7151482E-002	-1.6126723E+000
2	0	0	1	1.396867989037128E+002	-1.0541025E+000	-1.0544953E+000	-2.271289692169927E+001	-1.7009987E+000	38	5.5158359E-001	2.3950644E-002	-1.6060789E+000
2	0	0	1	1.400201988952904E+002	-1.0507685E+000	-1.0530210E+000	-1.974268141343887E+001	-1.7079815E+000	38	5.4837471E-001	2.0789457E-002	-1.6013956E+000
2	0	0	1	1.403534988868705E+002	-1.0474356E+000	-1.0475150E+000	-1.673857352856524E+001	-1.7139663E+000	38	5.4453266E-001	1.7533908E-002	-1.5920477E+000
2	0	0	1	1.406868988784481E+002	-1.0441017E+000	-1.0445020E+000	-1.373823189154399E+001	-1.7189534E+000	38	5.4032856E-001	1.4349611E-002	-1.5848305E+000
2	0	0	1	1.410201988700283E+002	-1.0407686E+000	-1.0401400E+000	-1.065618497654242E+001	-1.7229245E+000	38	5.3543174E-001	1.1083924E-002	-1.5755718E+000
2	0	0	1	1.413535988616059E+002	-1.0374347E+000	-1.0373285E+000	-7.519849191126156E+000	-1.7258601E+000	38	5.2932596E-001	7.8005539E-003	-1.5666544E+000
2	0	0	1	1.417036988527616E+002	-1.0339336E+000	-1.0356462E+000	-4.172237765745358E+000	-1.7277842E+000	38	5.2054864E-001	4.3209624E-003	-1.5561948E+000
2	0	0	1	1.420536988439198E+002	-1.0304337E+000	-1.0307114E+000	-7.950907403589547E-001	-1.7285821E+000	39	5.0786829E-001	8.1950909E-004	-1.5385797E+000
2	1	0	1	1.423870988354975E+002	-1.0270996E+000	-1.0279996E+000	2.422285633279827E+000	-1.7282171E+000	39	4.8795533E-001	-2.4901088E-003	-1.5159550E+000
2	1	0	1	1.427203988270776E+002	-1.0237666E+000	-1.0238050E+000	5.564972444629209E+000	-1.7267926E+000	39	4.5851693E-001	-5.6974469E-003	-1.4823220E+000
2	1	0	1	1.430537988186552E+002	-1.0204325E+000	-1.0195414E+000	8.661878801470152E+000	-1.7243285E+000	39	4.2205802E-001	-8.8311443E-003	-1.4415994E+000
2	1	0	1	1.434205988093890E+002	-1.0167645E+000	-1.0163846E+000	1.183589630377595E+001	-1.7204506E+000	38	3.8306630E-001	-1.2029823E-002	-1.3994509E+000
2	1	0	1	1.437538988009692E+002	-1.0134318E+000	-1.0136644E+000	1.443419372551903E+001	-1.7159826E+000	38	3.5520041E-001	-1.4631428E-002	-1.3688648E+000
2	1	0	1	1.440872987925468E+002	-1.0100975E+000	-1.0102696E+000	1.681343839101016E+001	-1.7106854E+000	38	3.3514759E-001	-1.6986106E-002	-1.3454173E+000
2	1	0	1	1.444205987841269E+002	-1.0067647E+000	-1.0069737E+000	1.862593683303970E+001	-1.7046946E+000	38	3.1959626E-001	-1.8755829E-002	-1.3265700E+000
2	1	0	1	1.447539987757045E+002	-1.0034305E+000	-1.0034245E+000	1.980674321762845E+001	-1.6982101E+000	38	3.0156952E-001	-1.9874573E-002	-1.3049941E+000
2	1	0	1	1.450873987672821E+002	-1.0000966E+000	-1.0002474E+000	2.116493939756174E+001	-1.6913067E+000	38	2.7885175E-001	-2.1170175E-002	-1.2790991E+000
2	1	0	1	1.454207987588597E+002	-9.9676257E-001	-9.9679083E-001	2.280577215992224E+001	-1.6839002E+000	38	2.5154150E-001	-2.2732584E-002	-1.2483323E+000
2	1	0	1	1.457541987504374E+002	-9.9342853E-001	-9.9424857E-001	2.457389233057839E+001	-1.6759255E+000	38	2.0316400E-001	-2.4432557E-002	-1.1974126E+000
2	1	0	1	1.460875987420150E+002	-9.9009472E-001	-9.8977304E-001	2.511057538182189E+001	-1.6675662E+000	38	-2.9308268E-001	-2.4853770E-002	-6.9669032E-001
2	1	0	1	1.464208987335951E+002	-9.8676145E-001	-9.8669255E-001	2.643753396106627E+001	-1.6589068E+000	38	-9.1145051E-001	-2.6085718E-002	-7.5242043E-002
2	1	0	1	1.467541987251752E+002	-9.8342854E-001	-9.8387575E-001	2.790042930746762E+001	-1.6497797E+000	38	-1.0071123E+000	-2.7450556E-002	2.3236513E-002
2	1	0	1	1.470875987167528E+002	-9.8009473E-001	-9.8111874E-001	2.947280277877934E+001	-1.6401403E+000	38	-1.0797539E+000	-2.8916320E-002	9.8635137E-002
2	1	0	1	1.474209987083304E+002	-9.7676057E-001	-9.7731471E-001	3.092024635922786E+001	-1.6300001E+000	38	-1.1270522E+000	-3.0218812E-002	1.4973748E-001
2	1	0	1	1.477543986999081E+002	-9.7342658E-001	-9.7422588E-001	3.241579894081030E+001	-1.6193680E+000	38	-1.1405487E+000	-3.1580310E-002	1.6632283E-001
2	1	0	1	1.480877986914857E+002	-9.7009242E-001	-9.7011566E-001	3.376637426432944E+001	-1.6082637E+000	38	-1.1420325E+000	-3.2757290E-002	1.7191684E-001
2	1	0	1	1.484211986830633E+002	-9.6675861E-001	-9.6912444E-001	3.501862816000425E+001	-1.5967264E+000	38	-1.1430966E+000	-3.3937410E-002	1.7397213E-001
2	1	0	1	1.487544986746434E+002	-9.6342570E-001	-9.6476370E-001	3.619526682986459E+001	-1.5847896E+000	38	-1.1433182E+000	-3.4919880E-002	1.7855448E-001
2	1	0	1	1.490877986662235E+002	-9.6009254E-001	-9.6016932E-001	3.730547009905160E+001	-1.5724722E+000	38	-1.1436673E+000	-3.5819568E-002	1.8349802E-001
2	1	0	1	1.494211986578011E+002	-9.5675862E-001	-9.5658797E-001	3.836347811597830E+001	-1.5597907E+000	38	-1.1440604E+000	-3.6698043E-002	1.8747240E-001
2	1	0	1	1.497545986493788E+002	-9.5342457E-001	-9.5428258E-001	3.932928767579614E+001	-1.5467741E+000	38	-1.1448011E+000	-3.7531253E-002	1.9051856E-001
2	1	0	1	1.500046986430607E+002	-9.5092380E-001	-9.4981641E-001	4.004072305583884E+001	-1.5368267E+000	38	-1.1453333E+000	-3.8031336E-002	1.9551688E-001
2	1	0	1	1.500803986411483E+002	-9.4992381E-001	-9.4936901E-001	4.042443398369682E+001	-1.5337791E+000	38	-1.1454628E+000	-3.8377706E-002	1.9609374E-001
2	0	0	0	2.442081962632801E+002	-1.2189549E+000	-1.2191993E+000	-2.028284904629576E+002	-7.2232126E-003	37	6.2800962E-001	2.4728835E-001	-1.8472090E+000
2	0	0	1	2.443915962586470E+002	-1.2171215E+000	-1.2167586E+000	-1.995179659144701E+002	-4.3859512E-002	37	6.2694538E-001	2.4276520E-001	-1.8437040E+000
2	0	0	1	2.447249962502246E+002	-1.2137873E+000	-1.2144282E+000	-1.950708337190677E+002	-1.0955482E-001	37	6.2537950E-001	2.3689952E-001	-1.8398077E+000
2	0	0	1	2.450582962418048E+002	-1.2104546E+000	-1.2118821E+000	-1.906821132712999E+002	-1.7376791E-001	37	6.2392110E-001	2.3108424E-001	-1.8358033E+000
2	0	0	1	2.453916962333824E+002	-1.2071205E+000	-1.2071133E+000	-1.865188950524876E+002	-2.3656934E-001	37	6.2285578E-001	2.2514944E-001	-1.8299690E+000
2	0	0	1	2.457249962249625E+002	-1.2037876E+000	-1.2042397E+000	-1.822403905094754E+002	-2.9794043E-001	37	6.2153620E-001	2.1946111E-001	-1.8257759E+000
2	0	0	1	2.460583962165401E+002	-1.2004536E+000	-1.2006433E+000	-1.779899504373229E+002	-3.5791138E-001	37	6.1999333E-001	2.1370244E-001	-1.8206366E+000
2	0	0	1	2.463917962081177E+002	-1.1971195E+000	-1.1979374E+000	-1.739113357349443E+002	-4.1649252E-001	37	6.1851603E-001	2.0833489E-001	-1.8164535E+000
2	0	0	1	2.467251961996953E+002	-1.1937855E+000	-1.1925482E+000	-1.696157046426340E+002	-4.7368041E-001	37	6.1699969E-001	2.0227489E-001	-1.8095479E+000
2	0	0	1	2.470585961912730E+002	-1.1904516E+000	-1.1911196E+000	-1.654277445630978E+002	-5.2945656E-001	37	6.1560822E-001	1.9704422E-001	-1.8067278E+000
2	0	0	1	2.473919961828506E+002	-1.1871175E+000	-1.1875222E+000	-1.614552049847498E+002	-5.8387303E-001	37	6.1405659E-001	1.9173163E-001	-1.8015788E+000
2	0	0	1	2.477252961744307E+002	-1.1837845E+000	-1.1829306E+000	-1.573098441985495E+002	-6.3691795E-001	37	6.1261302E-001	1.8608662E-001	-1.7955437E+000
2	0	0	1	2.480585961660108E+002	-1.1804514E+000	-1.1807762E+000	-1.531352210920618E+002	-6.8857712E-001	37	6.1100179E-001	1.8081842E-001	-1.7917781E+000
2	0	0	1	2.483919961575884E+002	-1.1771176E+000	-1.1771750E+000	-1.490867313761806E+002	-7.3888159E-001	37	6.0954791E-001	1.7550118E-001	-1.7867229E+000
2	0	0	1	2.487253961491660E+002	-1.1737834E+000	-1.1741256E+000	-1.449960012103228E+002	-7.8783011E-001	37	6.0827011E-001	1.7024352E-001	-1.7823956E+000
2	0	0	1	2.490587961407437E+002	-1.1704496E+000	-1.1708142E+000	-1.410244485854942E+002	-8.3542997E-001	37	6.0652566E-001	1.6511342E-001	-1.7773398E+000
2	0	0	1	2.493921961323213E+002	-1.1671154E+000	-1.1673706E+000	-1.369885868002248E+002	-8.8169456E-001	37	6.0501319E-001	1.5991645E-001	-1.7723837E+000
2	0	0	1	2.497255961238989E+002	-1.1637815E+000	-1.1644130E+000	-1.330989089249661E+002	-9.2664254E-001	37	6.0337460E-001	1.5498209E-001	-1.7677876E+000
2	0	0	1	2.500588961154790E+002	-1.1604486E+000	-1.1610539E+000	-1.291708280654143E+002	-9.7027487E-001	37	6.0207784E-001	1.4997429E-001	-1.7631317E+000
2	0	0	1	2.503921961070591E+002	-1.1571155E+000	-1.1576227E+000	-1.252754725159416E+002	-1.0125990E+000	37	6.0019708E-001	1.4502174E-001	-1.7578198E+000
2	0	0	1	2.507255960986367E+002	-1.1537818E+000	-1.1546810E+000	-1.213208603973590E+002	-1.0536277E+000	37	5.9932780E-001	1.4008689E-001	-1.7540088E+000
2	0	0	1	2.510589960902144E+002	-1.1504474E+000	-1.1520241E+000	-1.175062618764969E+002	-1.0933671E+000	37	5.9726411E-001	1.3537005E-001	-1.7492883E+000
2	0	0	1	2.513923960817920E+002	-1.1471138E+000	-1.1465917E+000	-1.136210253814252E+002	-1.1318163E+000	37	5.9595096E-001	1.3027692E-001	-1.7425426E+000
2	0	0	1	2.517257960733696E+002	-1.1437792E+000	-1.1444758E+000	-1.098344553784636E+002	-1.1689892E+000	37	5.9436661E-001	1.2570287E-001	-1.7388425E+000
2	0	0	1	2.520591960649472E+002	-1.1404455E+000	-1.1410223E+000	-1.059960556003195E+002	-1.2048959E+000	37	5.9270465E-001	1.2094387E-001	-1.7337270E+000
2	0	0	1	2.523924960565273E+002	-1.1371127E+000	-1.1376451E+000	-1.021670102517735E+002	-1.2395077E+000	37	5.9097290E-001	1.1622980E-001	-1.7286180E+000
2	0	0	1	2.527257960481074E+002	-1.1337794E+000	-1.1334077E+000	-9.850601699216872E+001	-1.2728715E+000	37	5.8945906E-001	1.1164748E-001	-1.7228668E+000
2	0	0	1	2.530591960396850E+002	-1.1304456E+000	-1.1320165E+000	-9.482993406846731E+001	-1.3050305E+000	37	5.8776134E-001	1.0734905E-001	-1.7197778E+000
2	0	0	1	2.533925960312627E+002	-1.1271113E+000	-1.1287960E+000	-9.121496022242468E+001	-1.3359718E+000	37	5.8597869E-001	1.0296308E-001	-1.7147746E+000
2	0	0	1	2.537259960228403E+002	-1.1237775E+000	-1.1250753E+000	-8.751940465307030E+001	-1.3656895E+000	37	5.8410168E-001	9.8465927E-002	-1.7091770E+000
2	0	0	1	2.540593960144179E+002	-1.1204433E+000	-1.1212801E+000	-8.385225083094736E+001	-1.3941828E+000	37	5.8272642E-001	9.4021857E-002	-1.7040064E+000
2	0	0	1	2.543927960059955E+002	-1.1171094E+000	-1.1158770E+000	-8.031027999578643E+001	-1.4214765E+000	37	5.8092159E-001	8.9616396E-002	-1.6967986E+000
2	0	0	1	2.547260959975756E+002	-1.1137767E+000	-1.1143870E+000	-7.677719592223593E+001	-1.4475806E+000	37	5.7906574E-001	8.5559510E-002	-1.6934528E+000
2	0	0	1	2.550593959891557E+002	-1.1104435E+000	-1.1118026E+000	-7.337849603634504E+001	-1.4725325E+000	37	5.7760668E-001	8.1582405E-002	-1.6894093E+000
2	0	0	1	2.553927959807334E+002	-1.1071095E+000	-1.1073359E+000	-6.988475722143983E+001	-1.4963390E+000	37	5.7597202E-001	7.7385902E-002	-1.6833079E+000
2	0	0	1	2.557261959723110E+002	-1.1037755E+000	-1.1042596E+000	-6.646021059984241E+001	-1.5189959E+000	37	5.7406616E-001	7.3389329E-002	-1.6783258E+000
2	0	0	1	2.560595959638886E+002	-1.1004416E+000	-1.1010388E+000	-6.304800339063587E+001	-1.5405127E+000	37	5.7171798E-001	6.9418296E-002	-1.6727568E+000
2	0	0	1	2.563929959554662E+002	-1.0971075E+000	-1.0968492E+000	-5.965486820432102E+001	-1.5608956E+000	37	5.7005441E-001	6.5432392E-002	-1.6669036E+000
2	0	0	1	2.567263959470438E+002	-1.0937735E+000	-1.0966636E+000	-5.639620126552109E+001	-1.5801672E+000	37	5.6803709E-001	6.1847661E-002	-1.6647007E+000
2	0	0	1	2.570596959386239E+002	-1.0904408E+000	-1.0903740E+000	-5.306643736147282E+001	-1.5983350E+000	37	5.6658560E-001	5.7862263E-002	-1.6569595E+000
2	0	0	1	2.573930959302015E+002	-1.0871065E+000	-1.0874927E+000	-4.983460094278712E+001	-1.6154181E+000	37	5.6451291E-001	5.4194763E-002	-1.6520057E+000
2	0	0	1	2.577263959217817E+002	-1.0837736E+000	-1.0839370E+000	-4.661353765843421E+001	-1.6314219E+000	37	5.6257540E-001	5.0526142E-002	-1.6465125E+000
2	0	0	1	2.580764959129374E+002	-1.0802728E+000	-1.0816702E+000	-4.341628711294061E+001	-1.6470903E+000	37	5.6019449E-001	4.6962101E-002	-1.6418647E+000
2	0	0	1	2.584265959040931E+002	-1.0767715E+000	-1.0767162E+000	-4.019530231655529E+001	-1.6616818E+000	38	5.5809987E-001	4.3278933E-002	-1.6348161E+000
2	0	0	1	2.587598958956733E+002	-1.0734386E+000	-1.0752845E+000	-3.718841013819554E+001	-1.6745062E+000	38	5.5594516E-001	3.9988119E-002	-1.6312296E+000
2	0	0	1	2.590931958872534E+002	-1.0701052E+000	-1.0704377E+000	-3.416699069365302E+001	-1.6863267E+000	38	5.5396438E-001	3.6573634E-002	-1.6244020E+000
2	0	0	1	2.594265958788310E+002	-1.0667716E+000	-1.0666242E+000	-3.110790353902843E+001	-1.6971368E+000	38	5.5145615E-001	3.3180442E-002	-1.6180804E+000
2	0	0	1	2.597599958704086E+002	-1.0634375E+000	-1.0632950E+000	-2.815679672031411E+001	-1.7069442E+000	38	5.4844928E-001	2.9938981E-002	-1.6117443E+000
2	0	0	1	2.600933958619862E+002	-1.0601035E+000	-1.0609275E+000	-2.523797543237555E+001	-1.7157750E+000	38	5.4601365E-001	2.6775662E-002	-1.6069412E+000
2	0	0	1	2.604267958535638E+002	-1.0567694E+000	-1.0572793E+000	-2.231661614486568E+001	-1.7236323E+000	38	5.4326922E-001	2.3594897E-002	-1.6005485E+000
2	0	0	1	2.607601958451414E+002	-1.0534354E+000	-1.0534810E+000	-1.943167383221225E+001	-1.7305220E+000	38	5.4022276E-001	2.0470899E-002	-1.5937037E+000
2	0	0	1	2.610934958367216E+002	-1.0501026E+000	-1.0497719E+000	-1.650236835180885E+001	-1.7364379E+000	38	5.3696370E-001	1.7323723E-002	-1.5867356E+000
2	0	0	1	2.614268958282992E+002	-1.0467684E+000	-1.0478971E+000	-1.356410051417959E+001	-1.7413788E+000	38	5.3283995E-001	1.4213782E-002	-1.5807371E+000
2	0	0	1	2.617601958198793E+002	-1.0434356E+000	-1.0432832E+000	-1.064973193209431E+001	-1.7453433E+000	38	5.2859378E-001	1.1110687E-002	-1.5718770E+000
2	0	0	1	2.620935958114569E+002	-1.0401014E+000	-1.0409266E+000	-7.748483048608591E+000	-1.7483404E+000	38	5.2322918E-001	8.0656018E-003	-1.5641558E+000
2	0	0	1	2.624436958026126E+002	-1.0366006E+000	-1.0376283E+000	-4.557987295709516E+000	-1.7504120E+000	38	5.1569623E-001	4.7294968E-003	-1.5533245E+000
2	0	0	1	2.627936957937709E+002	-1.0331007E+000	-1.0327909E+000	-1.382323059209384E+000	-1.7514181E+000	39	5.0487834E-001	1.4276507E-003	-1.5376692E+000
2	1	0	1	2.631270957853485E+002	-1.0297664E+000	-1.0311809E+000	1.791702665689556E+000	-1.7512785E+000	39	4.8848805E-001	-1.8475695E-003	-1.5196689E+000
2	1	0	1	2.634603957769286E+002	-1.0264336E+000	-1.0275043E+000	4.998425450387906E+000	-1.7500756E+000	39	4.6316102E-001	-5.1359036E-003	-1.4906653E+000
2	1	0	1	2.637937957685062E+002	-1.0230994E+000	-1.0238010E+000	8.209066352728080E+000	-1.7478027E+000	39	4.2980534E-001	-8.4044505E-003	-1.4536064E+000
2	1	0	1	2.641438957596620E+002	-1.0195986E+000	-1.0193592E+000	1.150663258182254E+001	-1.7442420E+000	39	3.9129212E-001	-1.1729392E-002	-1.4106513E+000
2	1	0	1	2.644938957508202E+002	-1.0160987E+000	-1.0176654E+000	1.459505105484425E+001	-1.7396134E+000	38	3.5730860E-001	-1.4852879E-002	-1.3749740E+000
2	1	0	1	2.648272957423978E+002	-1.0127645E+000	-1.0126638E+000	1.736331308777665E+001	-1.7342161E+000	38	3.3287323E-001	-1.7583199E-002	-1.3455371E+000
2	1	0	1	2.651605957339780E+002	-1.0094316E+000	-1.0093814E+000	1.971043577225107E+001	-1.7279694E+000	38	3.1340477E-001	-1.9895347E-002	-1.3227862E+000
2	1	0	1	2.654939957255556E+002	-1.0060976E+000	-1.0049547E+000	2.139573632029604E+001	-1.7210547E+000	38	2.9441690E-001	-2.1501746E-002	-1.2993716E+000
2	1	0	1	2.658273957171332E+002	-1.0027635E+000	-1.0027215E+000	2.261712567302158E+001	-1.7136620E+000	38	2.7657950E-001	-2.2678679E-002	-1.2793010E+000
2	1	0	1	2.661607957087108E+002	-9.9942958E-001	-1.0005099E+000	2.386046910512465E+001	-1.7058603E+000	38	2.5716442E-001	-2.3872634E-002	-1.2576742E+000
2	1	0	1	2.664941957002884E+002	-9.9609542E-001	-9.9483520E-001	2.525584777306851E+001	-1.6976179E+000	38	2.2677986E-001	-2.5125407E-002	-1.2216151E+000
2	1	0	1	2.668275956918660E+002	-9.9276161E-001	-9.9318850E-001	2.601536338700109E+001	-1.6890085E+000	38	-1.4515480E-001	-2.5838159E-002	-8.4803367E-001
2	1	0	1	2.671608956834461E+002	-9.8942840E-001	-9.9113542E-001	2.686753193758284E+001	-1.6801531E+000	38	-8.9927733E-001	-2.6629362E-002	-9.1858089E-002
