mode	error	time/s	<Ewe/V>	
3	0	2.749999930529157E+001	-4.4182661E-001
3	0	2.799999929266050E+001	-4.4232559E-001
3	0	2.849999928002944E+001	-4.4059506E-001
3	0	2.899999926739838E+001	-4.5338029E-001
3	0	2.949999925476732E+001	-4.3513972E-001
3	0	2.999999924213625E+001	-4.4003859E-001
3	0	3.049999922950519E+001	-4.4240049E-001
3	0	3.099999921687413E+001	-4.4691446E-001
3	0	3.149999920424307E+001	-4.4379342E-001
3	0	3.199999919161201E+001	-4.4331670E-001
3	0	3.249999917898094E+001	-4.4315195E-001
3	0	3.299999916634988E+001	-4.4466108E-001
3	0	3.349999915371882E+001	-4.4700673E-001
3	0	3.399999914108776E+001	-4.4824740E-001
3	0	3.449999912845669E+001	-4.4250274E-001
3	0	3.499999911582563E+001	-4.4650897E-001
3	0	3.549999910319457E+001	-4.5012563E-001
3	0	3.599999909056351E+001	-4.4570547E-001
3	0	3.649999907793244E+001	-4.4307792E-001
3	0	3.699999906530138E+001	-4.3704799E-001
3	0	3.749999905267032E+001	-4.4070566E-001
3	0	3.799999904003926E+001	-4.4172266E-001
3	0	3.849999902740819E+001	-4.2812690E-001
3	0	3.899999901477713E+001	-4.3968135E-001
3	0	3.949999900214607E+001	-4.3709594E-001
3	0	3.999999898951501E+001	-4.4305161E-001
3	0	4.049999897688394E+001	-4.4231626E-001
3	0	4.099999896425288E+001	-4.4359902E-001
3	0	4.149999895162182E+001	-4.4387144E-001
3	0	4.199999893899076E+001	-4.4396454E-001
3	0	4.249999892635969E+001	-4.4407043E-001
3	0	4.299999891372863E+001	-4.4413614E-001
3	0	4.349999890109757E+001	-4.4412416E-001
3	0	4.399999888846651E+001	-4.4399694E-001
3	0	4.449999887583544E+001	-4.4448355E-001
3	0	4.499999886320438E+001	-4.4456524E-001
3	0	4.549999885057332E+001	-4.4453931E-001
3	0	4.599999883794226E+001	-4.4452372E-001
3	0	4.649999882531120E+001	-4.4467333E-001
3	0	4.699999881268013E+001	-4.4466010E-001
3	0	4.749999880004907E+001	-4.4466323E-001
3	0	4.799999878741801E+001	-4.4470659E-001
3	0	4.849999877478695E+001	-4.4475219E-001
3	0	4.899999876215588E+001	-4.4476607E-001
3	0	4.949999874952482E+001	-4.4494301E-001
3	0	4.999999873689376E+001	-4.4511262E-001
3	0	5.049999872426270E+001	-4.4521627E-001
3	0	5.099999871163163E+001	-4.4526783E-001
3	0	5.149999869900057E+001	-4.4522116E-001
3	0	5.199999868636951E+001	-4.4525370E-001
3	0	5.249999867373845E+001	-4.4528612E-001
3	0	5.299999866110738E+001	-4.4540864E-001
3	0	5.349999864847632E+001	-4.4546461E-001
3	0	5.399999863584526E+001	-4.3664795E-001
3	0	5.449999862321420E+001	-4.4644874E-001
3	0	5.499999861058313E+001	-4.4797936E-001
3	0	5.549999859795207E+001	-4.4562984E-001
3	0	5.599999858532101E+001	-4.4818109E-001
3	0	5.649999857268995E+001	-4.4812179E-001
3	0	5.699999856005888E+001	-4.4637597E-001
3	0	5.749999854742782E+001	-4.4616675E-001
3	0	5.799999853479676E+001	-4.4628125E-001
3	0	5.849999852216570E+001	-4.4823590E-001
3	0	5.899999850953463E+001	-4.4459975E-001
3	0	5.949999849690357E+001	-4.4476447E-001
3	0	5.999999848427251E+001	-4.4690445E-001
3	0	6.049999847164145E+001	-4.4629580E-001
3	0	6.099999845901039E+001	-4.4700336E-001
3	0	6.149999844637932E+001	-4.4717696E-001
3	0	6.199999843374826E+001	-4.4836664E-001
3	0	6.249999842111720E+001	-4.4863135E-001
3	0	6.299999840848614E+001	-4.4747886E-001
3	0	6.349999839585507E+001	-4.4676045E-001
3	0	6.399999838322401E+001	-4.4700617E-001
3	0	6.449999837059295E+001	-4.4687915E-001
3	0	6.499999835796189E+001	-4.4680166E-001
3	0	6.549999834533082E+001	-4.4687599E-001
3	0	6.599999833269976E+001	-4.4695830E-001
3	0	6.649999832006870E+001	-4.4704619E-001
3	0	6.699999830743764E+001	-4.4723505E-001
3	0	6.749999829480657E+001	-4.4722506E-001
3	0	6.799999828217551E+001	-4.4717848E-001
3	0	6.849999826954445E+001	-4.4729057E-001
3	0	6.899999825691339E+001	-4.4730312E-001
3	0	6.949999824428232E+001	-4.4730547E-001
3	0	6.999999823165126E+001	-4.4751880E-001
3	0	7.049999821902020E+001	-4.4743341E-001
3	0	7.099999820638914E+001	-4.4760451E-001
3	0	7.149999819375807E+001	-4.4763735E-001
3	0	7.199999818112701E+001	-4.4769156E-001
3	0	7.249999816849595E+001	-4.4774565E-001
3	0	7.299999815586489E+001	-4.4790718E-001
3	0	7.349999814323382E+001	-4.4796479E-001
3	0	7.399999813060276E+001	-4.4768175E-001
3	0	7.449999811797170E+001	-4.4783947E-001
3	0	7.499999810534064E+001	-4.4816509E-001
3	0	7.549999809270957E+001	-4.4805044E-001
3	0	7.599999808007851E+001	-4.4815141E-001
3	0	7.649999806744745E+001	-4.4827911E-001
3	0	7.699999805481639E+001	-4.4827279E-001
3	0	7.749999804218533E+001	-4.4825685E-001
3	0	7.799999802955426E+001	-4.4809482E-001
3	0	7.849999801692320E+001	-4.4836670E-001
3	0	7.899999800429214E+001	-4.4848922E-001
3	0	7.949999799166108E+001	-4.4822550E-001
3	0	7.999999797903001E+001	-4.4830978E-001
3	0	8.049999796639895E+001	-4.4856128E-001
3	0	8.099999795376789E+001	-4.4848287E-001
3	0	8.149999794113683E+001	-4.4874150E-001
3	0	8.199999792850576E+001	-4.4866407E-001
3	0	8.249999791587470E+001	-4.4871867E-001
3	0	8.299999790324364E+001	-4.4875526E-001
3	0	8.349999789061258E+001	-4.4868463E-001
3	0	8.399999787798151E+001	-4.4887653E-001
3	0	8.449999786535045E+001	-4.4893408E-001
3	0	8.499999785271939E+001	-4.4896483E-001
3	0	8.549999784008833E+001	-4.4897461E-001
3	0	8.599999782745726E+001	-4.4888404E-001
3	0	8.649999781482620E+001	-4.4894844E-001
3	0	8.699999780219514E+001	-4.4909018E-001
3	0	8.749999778956408E+001	-4.4915435E-001
3	0	8.799999777693301E+001	-4.4900712E-001
3	0	8.849999776430195E+001	-4.4919479E-001
3	0	8.899999775167089E+001	-4.4923848E-001
3	0	8.949999773903983E+001	-4.4932085E-001
3	0	8.999999772640876E+001	-4.4927222E-001
3	0	9.049999771377770E+001	-4.4933692E-001
3	0	9.099999770114664E+001	-4.4933808E-001
3	0	9.149999768851558E+001	-4.4948795E-001
3	0	9.199999767588452E+001	-4.4948554E-001
3	0	9.249999766325345E+001	-4.4939357E-001
3	0	9.299999765062239E+001	-4.4954440E-001
3	0	9.349999763799133E+001	-4.4966695E-001
3	0	9.399999762536027E+001	-4.4961098E-001
3	0	9.449999761272920E+001	-4.4985542E-001
3	0	9.499999760009814E+001	-4.4955587E-001
3	0	9.549999758746708E+001	-4.4959450E-001
3	0	9.599999757483602E+001	-4.4981325E-001
3	0	9.649999756220495E+001	-4.4983101E-001
3	0	9.699999754957389E+001	-4.4996372E-001
3	0	9.749999753694283E+001	-4.4975981E-001
3	0	9.799999752431177E+001	-4.5002174E-001
3	0	9.849999751168070E+001	-4.5016530E-001
3	0	9.899999749904964E+001	-4.5004234E-001
3	0	9.949999748641858E+001	-4.5008349E-001
3	0	9.999999747378752E+001	-4.5010722E-001
3	0	1.004999974611565E+002	-4.5015666E-001
3	0	1.009999974485254E+002	-4.5013922E-001
3	0	1.014999974358943E+002	-4.5021465E-001
3	0	1.019999974232633E+002	-4.5031846E-001
3	0	1.024999974106322E+002	-4.5012411E-001
3	0	1.029999973980011E+002	-4.5033908E-001
3	0	1.034999973853701E+002	-4.5029977E-001
3	0	1.039999973727390E+002	-4.5042697E-001
3	0	1.044999973601080E+002	-4.5054078E-001
3	0	1.049999973474769E+002	-4.5039135E-001
3	0	1.054999973348458E+002	-4.5038116E-001
3	0	1.059999973222148E+002	-4.5066869E-001
3	0	1.064999973095837E+002	-4.5091480E-001
3	0	1.069999972969526E+002	-4.5065191E-001
3	0	1.074999972843216E+002	-4.5042163E-001
3	0	1.079999972716905E+002	-4.5022389E-001
3	0	1.084999972590595E+002	-4.5087868E-001
3	0	1.089999972464284E+002	-4.5089775E-001
3	0	1.094999972337973E+002	-4.5072365E-001
3	0	1.099999972211663E+002	-4.5061657E-001
3	0	1.104999972085352E+002	-4.5055768E-001
3	0	1.109999971959041E+002	-4.5100996E-001
3	0	1.114999971832731E+002	-4.5100519E-001
3	0	1.119999971706420E+002	-4.5054540E-001
3	0	1.124999971580110E+002	-4.5070860E-001
3	0	1.129999971453799E+002	-4.5141944E-001
3	0	1.134999971327488E+002	-4.5140141E-001
3	0	1.139999971201178E+002	-4.5083702E-001
3	0	1.144999971074867E+002	-4.5080855E-001
3	0	1.149999970948556E+002	-4.5127290E-001
3	0	1.154999970822246E+002	-4.5125455E-001
3	0	1.159999970695935E+002	-4.5110795E-001
3	0	1.164999970569625E+002	-4.5115411E-001
3	0	1.169999970443314E+002	-4.5102626E-001
3	0	1.174999970317003E+002	-4.5133623E-001
3	0	1.179999970190693E+002	-4.5133281E-001
3	0	1.184999970064382E+002	-4.5132339E-001
3	0	1.189999969938071E+002	-4.5133981E-001
3	0	1.194999969811761E+002	-4.5141074E-001
3	0	1.199999969685450E+002	-4.5126241E-001
3	0	1.204999969559140E+002	-4.5095131E-001
3	0	1.209999969432829E+002	-4.5095918E-001
3	0	1.214999969306518E+002	-4.5044455E-001
3	0	1.219999969180208E+002	-4.5170373E-001
3	0	1.224999969053897E+002	-4.5345473E-001
3	0	1.229999968927586E+002	-4.5117125E-001
3	0	1.234999968801276E+002	-4.5207164E-001
3	0	1.239999968674965E+002	-4.5040283E-001
3	0	1.244999968548655E+002	-4.5304820E-001
3	0	1.249999968422344E+002	-4.5241383E-001
3	0	1.254999968296033E+002	-4.5163575E-001
3	0	1.259999968169723E+002	-4.5216656E-001
3	0	1.264999968043412E+002	-4.4945177E-001
3	0	1.269999967917101E+002	-4.5051324E-001
3	0	1.274999967790791E+002	-4.5171553E-001
3	0	1.279999967664480E+002	-4.5171708E-001
3	0	1.284999967538170E+002	-4.5189399E-001
3	0	1.289999967411859E+002	-4.5294112E-001
3	0	1.294999967285548E+002	-4.5235312E-001
3	0	1.299999967159238E+002	-4.5129782E-001
3	0	1.304999967032927E+002	-4.5482486E-001
3	0	1.309999966906616E+002	-4.5073590E-001
3	0	1.314999966780306E+002	-4.5233312E-001
3	0	1.319999966653995E+002	-4.5193234E-001
3	0	1.324999966527685E+002	-4.5227614E-001
3	0	1.329999966401374E+002	-4.5264590E-001
3	0	1.334999966275063E+002	-4.5233780E-001
3	0	1.339999966148753E+002	-4.5238370E-001
3	0	1.344999966022442E+002	-4.5238158E-001
3	0	1.349999965896131E+002	-4.5237750E-001
3	0	1.354999965769821E+002	-4.5241499E-001
3	0	1.359999965643510E+002	-4.5250586E-001
3	0	1.364999965517200E+002	-4.5251602E-001
3	0	1.369999965390889E+002	-4.5253202E-001
3	0	1.374999965264578E+002	-4.5261830E-001
3	0	1.379999965138268E+002	-4.5258150E-001
3	0	1.384999965011957E+002	-4.5269263E-001
3	0	1.389999964885646E+002	-4.5263273E-001
3	0	1.394999964759336E+002	-4.5264614E-001
3	0	1.399999964633025E+002	-4.5273161E-001
3	0	1.404999964506715E+002	-4.5272350E-001
3	0	1.409999964380404E+002	-4.5271915E-001
3	0	1.414999964254093E+002	-4.5277697E-001
3	0	1.419999964127783E+002	-4.5260912E-001
3	0	1.424999964001472E+002	-4.5289746E-001
3	0	1.429999963875161E+002	-4.5299482E-001
3	0	1.434999963748851E+002	-4.5295766E-001
3	0	1.439999963622540E+002	-4.5293638E-001
3	0	1.444999963496230E+002	-4.5292866E-001
3	0	1.449999963369919E+002	-4.5293090E-001
3	0	1.454999963243608E+002	-4.5299044E-001
3	0	1.459999963117298E+002	-4.5295078E-001
3	0	1.464999962990987E+002	-4.5303312E-001
3	0	1.469999962864676E+002	-4.5314541E-001
3	0	1.474999962738366E+002	-4.5302287E-001
3	0	1.479999962612055E+002	-4.5303068E-001
3	0	1.484999962485745E+002	-4.5322329E-001
3	0	1.489999962359434E+002	-4.5313799E-001
3	0	1.494999962233123E+002	-4.5312712E-001
3	0	1.499999962106813E+002	-4.5318487E-001
3	0	1.504999961980502E+002	-4.5323056E-001
3	0	1.509999961854192E+002	-4.5328492E-001
3	0	1.514999961727881E+002	-4.5318314E-001
3	0	1.519999961601570E+002	-4.5323566E-001
3	0	1.524999961475260E+002	-4.5330864E-001
3	0	1.529999961348949E+002	-4.5328477E-001
3	0	1.534999961222638E+002	-4.5319507E-001
3	0	1.539999961096328E+002	-4.5276022E-001
3	0	1.544999960970017E+002	-4.5252621E-001
3	0	1.549999960843707E+002	-4.5383683E-001
3	0	1.554999960717396E+002	-4.5342228E-001
3	0	1.559999960591085E+002	-4.5333019E-001
3	0	1.564999960464775E+002	-4.5359880E-001
3	0	1.569999960338464E+002	-4.5343491E-001
3	0	1.574999960212153E+002	-4.5325270E-001
3	0	1.579999960085843E+002	-4.5328960E-001
3	0	1.584999959959532E+002	-4.5327803E-001
3	0	1.589999959833222E+002	-4.5334467E-001
3	0	1.594999959706911E+002	-4.5331827E-001
3	0	1.599999959580600E+002	-4.5328912E-001
3	0	1.604999959454290E+002	-4.5337027E-001
3	0	1.609999959327979E+002	-4.5342153E-001
3	0	1.614999959201668E+002	-4.5335466E-001
3	0	1.619999959075358E+002	-4.5331949E-001
3	0	1.624999958949047E+002	-4.5344040E-001
3	0	1.629999958822737E+002	-4.5338184E-001
3	0	1.634999958696426E+002	-4.5356539E-001
3	0	1.639999958570115E+002	-4.5342579E-001
3	0	1.644999958443805E+002	-4.5347306E-001
3	0	1.649999958317494E+002	-4.5355767E-001
3	0	1.654999958191183E+002	-4.5358673E-001
3	0	1.659999958064873E+002	-4.5360526E-001
3	0	1.664999957938562E+002	-4.5358339E-001
3	0	1.669999957812252E+002	-4.5363927E-001
3	0	1.674999957685941E+002	-4.5374447E-001
3	0	1.679999957559630E+002	-4.5392320E-001
3	0	1.684999957433320E+002	-4.5375839E-001
3	0	1.689999957307009E+002	-4.5380405E-001
3	0	1.694999957180698E+002	-4.5389682E-001
3	0	1.699999957054388E+002	-4.5385620E-001
3	0	1.704999956928077E+002	-4.5383593E-001
3	0	1.709999956801767E+002	-4.5388925E-001
3	0	1.714999956675456E+002	-4.5393139E-001
3	0	1.719999956549145E+002	-4.5397475E-001
3	0	1.724999956422835E+002	-4.5393726E-001
3	0	1.729999956296524E+002	-4.5401368E-001
3	0	1.734999956170213E+002	-4.5398453E-001
3	0	1.739999956043903E+002	-4.5402852E-001
3	0	1.744999955917592E+002	-4.5406294E-001
3	0	1.749999955791282E+002	-4.5404494E-001
3	0	1.754999955664971E+002	-4.5403081E-001
3	0	1.759999955538660E+002	-4.5417735E-001
3	0	1.764999955412350E+002	-4.5417866E-001
3	0	1.769999955286039E+002	-4.5404792E-001
3	0	1.774999955159728E+002	-4.5407158E-001
3	0	1.779999955033418E+002	-4.5418823E-001
3	0	1.784999954907107E+002	-4.5422900E-001
3	0	1.789999954780797E+002	-4.5417187E-001
3	0	1.794999954654486E+002	-4.5420358E-001
3	0	1.799999954528175E+002	-4.5421797E-001
3	0	1.804999954401865E+002	-4.5455021E-001
3	0	1.809999954275554E+002	-4.5636562E-001
3	0	1.814999954149243E+002	-4.5793688E-001
3	0	1.819999954022933E+002	-4.5258373E-001
3	0	1.824999953896622E+002	-4.4692922E-001
3	0	1.829999953770312E+002	-4.5618248E-001
3	0	1.834999953644001E+002	-4.5398024E-001
3	0	1.839999953517690E+002	-4.5424941E-001
3	0	1.844999953391380E+002	-4.5444155E-001
3	0	1.849999953265069E+002	-4.5454350E-001
3	0	1.854999953138758E+002	-4.5301071E-001
3	0	1.859999953012448E+002	-4.4986230E-001
3	0	1.864999952886137E+002	-4.5016029E-001
3	0	1.869999952759827E+002	-4.5275626E-001
3	0	1.874999952633516E+002	-4.5220059E-001
3	0	1.879999952507205E+002	-4.5464414E-001
3	0	1.884999952380895E+002	-4.5809731E-001
3	0	1.889999952254584E+002	-4.5459443E-001
3	0	1.894999952128273E+002	-4.5445943E-001
3	0	1.899999952001963E+002	-4.5461124E-001
3	0	1.904999951875652E+002	-4.5451772E-001
3	0	1.909999951749342E+002	-4.5520937E-001
3	0	1.914999951623031E+002	-4.5775136E-001
3	0	1.919999951496720E+002	-4.7170323E-001
3	0	1.924999951370410E+002	-4.5624986E-001
3	0	1.929999951244099E+002	-4.6527404E-001
3	0	1.934999951117788E+002	-4.5315698E-001
3	0	1.939999950991478E+002	-4.4723275E-001
3	0	1.944999950865167E+002	-4.4733062E-001
3	0	1.949999950738857E+002	-4.4881627E-001
3	0	1.954999950612546E+002	-4.6087050E-001
3	0	1.959999950486235E+002	-4.4283393E-001
3	0	1.964999950359925E+002	-4.5430025E-001
3	0	1.969999950233614E+002	-4.3878493E-001
3	0	1.974999950107303E+002	-4.3651825E-001
3	0	1.979999949980993E+002	-4.5193771E-001
3	0	1.984999949854682E+002	-4.5682934E-001
3	0	1.989999949728372E+002	-4.5321152E-001
3	0	1.994999949602061E+002	-4.5385039E-001
3	0	1.999999949475750E+002	-4.5493394E-001
3	0	2.004999949349440E+002	-4.5484561E-001
3	0	2.009999949223129E+002	-4.5489350E-001
3	0	2.014999949096818E+002	-4.5494249E-001
3	0	2.019999948970508E+002	-4.5492965E-001
3	0	2.024999948844197E+002	-4.5487046E-001
3	0	2.029999948717887E+002	-4.5492226E-001
3	0	2.034999948591576E+002	-4.5504379E-001
3	0	2.039999948465265E+002	-4.5510483E-001
3	0	2.044999948338955E+002	-4.5492062E-001
3	0	2.049999948212644E+002	-4.5502198E-001
3	0	2.054999948086333E+002	-4.5511949E-001
3	0	2.059999947960023E+002	-4.5508116E-001
3	0	2.064999947833712E+002	-4.5503193E-001
3	0	2.069999947707402E+002	-4.5499691E-001
3	0	2.074999947581091E+002	-4.5516232E-001
3	0	2.079999947454780E+002	-4.5514521E-001
3	0	2.084999947328470E+002	-4.5501256E-001
3	0	2.089999947202159E+002	-4.5514590E-001
3	0	2.094999947075848E+002	-4.5506620E-001
3	0	2.099999946949538E+002	-4.5526874E-001
3	0	2.104999946823227E+002	-4.5517126E-001
3	0	2.109999946696917E+002	-4.5514533E-001
3	0	2.114999946570606E+002	-4.5519376E-001
3	0	2.119999946444295E+002	-4.5523000E-001
3	0	2.124999946317985E+002	-4.5513803E-001
3	0	2.129999946191674E+002	-4.5512468E-001
3	0	2.134999946065363E+002	-4.5519146E-001
3	0	2.139999945939053E+002	-4.5535332E-001
3	0	2.144999945812742E+002	-4.5519835E-001
3	0	2.149999945686432E+002	-4.5523316E-001
3	0	2.154999945560121E+002	-4.5523798E-001
3	0	2.159999945433810E+002	-4.5533419E-001
3	0	2.164999945307500E+002	-4.5528224E-001
3	0	2.169999945181189E+002	-4.5510811E-001
3	0	2.174999945054878E+002	-4.5530722E-001
3	0	2.179999944928568E+002	-4.5541930E-001
3	0	2.184999944802257E+002	-4.5536447E-001
3	0	2.189999944675947E+002	-4.5532516E-001
3	0	2.194999944549636E+002	-4.5536533E-001
3	0	2.199999944423325E+002	-4.5536044E-001
3	0	2.204999944297015E+002	-4.5550519E-001
3	0	2.209999944170704E+002	-4.5541748E-001
3	0	2.214999944044393E+002	-4.5530689E-001
3	0	2.219999943918083E+002	-4.5542780E-001
3	0	2.224999943791772E+002	-4.5551217E-001
3	0	2.229999943665462E+002	-4.5551592E-001
3	0	2.234999943539151E+002	-4.5536953E-001
3	0	2.239999943412840E+002	-4.5547217E-001
3	0	2.244999943286530E+002	-4.5561916E-001
3	0	2.249999943160219E+002	-4.5560509E-001
3	0	2.254999943033908E+002	-4.5548493E-001
3	0	2.259999942907598E+002	-4.5560640E-001
3	0	2.264999942781287E+002	-4.5562285E-001
3	0	2.269999942654977E+002	-4.5568195E-001
3	0	2.274999942528666E+002	-4.5562911E-001
3	0	2.279999942402355E+002	-4.5565414E-001
3	0	2.284999942276045E+002	-4.5575821E-001
3	0	2.289999942149734E+002	-4.5580131E-001
3	0	2.294999942023424E+002	-4.5574883E-001
3	0	2.299999941897113E+002	-4.5576999E-001
3	0	2.304999941770802E+002	-4.5581236E-001
3	0	2.309999941644492E+002	-4.5596862E-001
3	0	2.314999941518181E+002	-4.5580074E-001
3	0	2.319999941391870E+002	-4.5583487E-001
3	0	2.324999941265560E+002	-4.5591304E-001
3	0	2.329999941139249E+002	-4.5593932E-001
3	0	2.334999941012939E+002	-4.5593613E-001
3	0	2.339999940886628E+002	-4.5599630E-001
3	0	2.344999940760317E+002	-4.5603219E-001
3	0	2.349999940634007E+002	-4.5608625E-001
3	0	2.354999940507696E+002	-4.5598277E-001
3	0	2.359999940381385E+002	-4.5599556E-001
3	0	2.364999940255075E+002	-4.5607373E-001
3	0	2.369999940128764E+002	-4.5614409E-001
3	0	2.374999940002454E+002	-4.5607340E-001
3	0	2.379999939876143E+002	-4.5607504E-001
3	0	2.384999939749832E+002	-4.5597795E-001
3	0	2.389999939623522E+002	-4.5586103E-001
3	0	2.394999939497211E+002	-4.5869610E-001
3	0	2.399999939370900E+002	-4.6426383E-001
3	0	2.404999939244590E+002	-4.6267027E-001
3	0	2.409999939118279E+002	-4.5787784E-001
3	0	2.414999938991969E+002	-4.5741293E-001
3	0	2.419999938865658E+002	-4.5499450E-001
3	0	2.424999938739347E+002	-4.5819986E-001
3	0	2.429999938613037E+002	-4.5576710E-001
3	0	2.434999938486726E+002	-4.5616764E-001
3	0	2.439999938360415E+002	-4.5568472E-001
3	0	2.444999938234105E+002	-4.5423892E-001
3	0	2.449999938107794E+002	-4.5243511E-001
3	0	2.454999937981484E+002	-4.5586225E-001
3	0	2.459999937855173E+002	-4.5639020E-001
3	0	2.464999937728862E+002	-4.4790483E-001
3	0	2.469999937602552E+002	-4.5340353E-001
3	0	2.474999937476241E+002	-4.5612550E-001
3	0	2.479999937349930E+002	-4.5670956E-001
3	0	2.484999937223620E+002	-4.5607549E-001
3	0	2.489999937097309E+002	-4.5619673E-001
3	0	2.494999936970999E+002	-4.5633051E-001
3	0	2.499999936844688E+002	-4.5642018E-001
3	0	2.504999936718377E+002	-4.5631742E-001
3	0	2.509999936592067E+002	-4.5627069E-001
3	0	2.514999936465756E+002	-4.5638248E-001
3	0	2.519999936339445E+002	-4.5649984E-001
3	0	2.524999936213135E+002	-4.5629019E-001
3	0	2.529999936086824E+002	-4.5638141E-001
3	0	2.534999935960514E+002	-4.5641172E-001
3	0	2.539999935834203E+002	-4.5650685E-001
3	0	2.544999935707892E+002	-4.5629483E-001
3	0	2.549999935581582E+002	-4.5639819E-001
3	0	2.554999935455271E+002	-4.5653364E-001
3	0	2.559999935328960E+002	-4.5659995E-001
3	0	2.564999935202650E+002	-4.5652208E-001
3	0	2.569999935076339E+002	-4.5657465E-001
3	0	2.574999934950029E+002	-4.5662832E-001
3	0	2.579999934823718E+002	-4.5675996E-001
3	0	2.584999934697407E+002	-4.5673946E-001
3	0	2.589999934571097E+002	-4.5662573E-001
3	0	2.594999934444786E+002	-4.5663881E-001
3	0	2.599999934318475E+002	-4.5674145E-001
3	0	2.604999934192165E+002	-4.5674673E-001
3	0	2.609999934065854E+002	-4.5677671E-001
3	0	2.614999933939544E+002	-4.5679215E-001
3	0	2.619999933813233E+002	-4.5691523E-001
3	0	2.624999933686922E+002	-4.5683658E-001
3	0	2.629999933560612E+002	-4.5677379E-001
3	0	2.634999933434301E+002	-4.5672232E-001
3	0	2.639999933307990E+002	-4.5690548E-001
3	0	2.644999933181680E+002	-4.5692632E-001
3	0	2.649999933055369E+002	-4.5691547E-001
3	0	2.654999932929059E+002	-4.5684755E-001
3	0	2.659999932802748E+002	-4.5686901E-001
3	0	2.664999932676437E+002	-4.5695025E-001
3	0	2.669999932550127E+002	-4.5693669E-001
3	0	2.674999932423816E+002	-4.5683730E-001
3	0	2.679999932297505E+002	-4.5683584E-001
3	0	2.684999932171195E+002	-4.5689955E-001
3	0	2.689999932044884E+002	-4.5701122E-001
3	0	2.694999931918574E+002	-4.5682281E-001
3	0	2.699999931792263E+002	-4.5679098E-001
3	0	2.704999931665952E+002	-4.5688835E-001
3	0	2.709999931539642E+002	-4.5695153E-001
3	0	2.714999931413331E+002	-4.5680377E-001
3	0	2.719999931287020E+002	-4.5676899E-001
3	0	2.724999931160710E+002	-4.5689991E-001
3	0	2.729999931034399E+002	-4.5696324E-001
3	0	2.734999930908089E+002	-4.5675683E-001
3	0	2.739999930781778E+002	-4.5688242E-001
3	0	2.744999930655467E+002	-4.5691317E-001
3	0	2.749999930529157E+002	-4.5690748E-001
3	0	2.754999930402846E+002	-4.5686352E-001
3	0	2.759999930276535E+002	-4.5678529E-001
3	0	2.764999930150225E+002	-4.5687124E-001
3	0	2.769999930023914E+002	-4.5689648E-001
3	0	2.774999929897604E+002	-4.5693541E-001
3	0	2.779999929771293E+002	-4.5686206E-001
3	0	2.784999929644982E+002	-4.5679682E-001
3	0	2.789999929518672E+002	-4.5697421E-001
