mode	ox/red	error	control changes	time/s	control/V	Ewe/V	<I>/mA	(Q-Qo)/C	I Range	P/W	
2	1	0	1	1.139205985909939E+002	-1.0168090E+000	-1.0153525E+000	1.097463355130437E+002	-1.8046317E-001	38	-1.1143121E-001
2	1	0	1	1.139687985897763E+002	-1.0119869E+000	-1.0130292E+000	1.176758970002777E+002	-1.7504895E-001	37	-1.1920912E-001
2	1	0	1	1.140021985889325E+002	-1.0086464E+000	-1.0092072E+000	1.226177388537376E+002	-1.7102338E-001	37	-1.2374671E-001
2	1	0	1	1.140355985880888E+002	-1.0053059E+000	-1.0060472E+000	1.268018812135413E+002	-1.6684656E-001	37	-1.2756868E-001
2	1	0	1	1.140687985872501E+002	-1.0019857E+000	-1.0009536E+000	1.305313123720666E+002	-1.6256399E-001	37	-1.3065578E-001
2	1	0	1	1.141021985864063E+002	-9.9864519E-001	-9.9702471E-001	1.275709445303455E+002	-1.5823796E-001	37	-1.2719138E-001
2	1	0	1	1.141355985855625E+002	-9.9530476E-001	-9.9689740E-001	1.402968873838145E+002	-1.5375009E-001	37	-1.3986160E-001
2	1	0	1	1.141687985847238E+002	-9.9198431E-001	-9.9276507E-001	1.498310733844614E+002	-1.4891492E-001	37	-1.4874706E-001
2	1	0	1	1.142021985838801E+002	-9.8864394E-001	-9.8814261E-001	1.567935144470355E+002	-1.4377983E-001	37	-1.5493435E-001
2	1	0	1	1.142355985830363E+002	-9.8530358E-001	-9.8530340E-001	1.633474827819405E+002	-1.3841990E-001	37	-1.6094683E-001
2	1	0	1	1.142688985821951E+002	-9.8197645E-001	-9.8236799E-001	1.699090320992068E+002	-1.3285710E-001	37	-1.6691320E-001
2	1	0	1	1.143021985813539E+002	-9.7864944E-001	-9.8113483E-001	1.767893106612464E+002	-1.2707074E-001	37	-1.7345415E-001
2	1	0	1	1.143355985805101E+002	-9.7530901E-001	-9.7578603E-001	1.839461845193086E+002	-1.2103241E-001	37	-1.7949212E-001
2	1	0	1	1.143689985796664E+002	-9.7196859E-001	-9.7246736E-001	1.910928448768886E+002	-1.1475553E-001	37	-1.8583156E-001
2	1	0	1	1.144021985788277E+002	-9.6864831E-001	-9.6871126E-001	1.983557953961695E+002	-1.0827615E-001	37	-1.9214949E-001
2	1	0	1	1.144355985779839E+002	-9.6530783E-001	-9.6632969E-001	2.057919347554659E+002	-1.0151270E-001	37	-1.9886285E-001
2	1	0	1	1.144689985771402E+002	-9.6196741E-001	-9.6270049E-001	2.133253819398528E+002	-9.4499350E-002	37	-2.0536844E-001
2	1	0	1	1.145021985763015E+002	-9.5864707E-001	-9.5961088E-001	2.208108387360755E+002	-8.7278508E-002	37	-2.1189249E-001
2	1	0	1	1.145355985754577E+002	-9.5530659E-001	-9.5707178E-001	2.283846471528657E+002	-7.9762824E-002	37	-2.1858050E-001
2	1	0	1	1.145689985746139E+002	-9.5196623E-001	-9.5409977E-001	2.359165302866481E+002	-7.1994901E-002	37	-2.2508791E-001
2	1	0	1	1.145871985741542E+002	-9.5013905E-001	-9.4370860E-001	2.398646106719971E+002	-6.7681514E-002	37	-2.2636230E-001
