mode	ox/red	error	control changes	time/s	control/V	Ewe/V	<I>/mA	(Q-Qo)/C	I Range	P/W	
2	0	0	1	5.794885898299981E+002	-1.2146646E+000	-1.2163515E+000	-2.873582230168813E+002	-1.8486792E-001	37	3.4952861E-001
2	0	0	1	5.795217898291594E+002	-1.2113442E+000	-1.2120066E+000	-2.742589557909096E+002	-1.9417116E-001	37	3.3240366E-001
2	0	0	1	5.795551898283156E+002	-1.2080039E+000	-1.2085928E+000	-2.617097396606860E+002	-2.0310305E-001	37	3.1630051E-001
2	0	0	1	5.795885898274719E+002	-1.2046635E+000	-1.2047532E+000	-2.497029291767542E+002	-2.1162513E-001	37	3.0083039E-001
2	0	0	1	5.796219898266281E+002	-1.2013297E+000	-1.2016937E+000	-2.382583459553890E+002	-2.1975599E-001	37	2.8631353E-001
2	0	0	1	5.796551898257894E+002	-1.1980093E+000	-1.1995014E+000	-2.273309004211425E+002	-2.2746721E-001	37	2.7268374E-001
2	0	0	1	5.796885898249457E+002	-1.1946689E+000	-1.1937593E+000	-2.168857311994066E+002	-2.3486835E-001	37	2.5890937E-001
2	0	0	1	5.797219898241019E+002	-1.1913284E+000	-1.1914583E+000	-2.068880366268868E+002	-2.4192850E-001	37	2.4649848E-001
2	0	0	1	5.797551898232632E+002	-1.1880081E+000	-1.1874566E+000	-1.973174320556500E+002	-2.4862185E-001	37	2.3430589E-001
2	0	0	1	5.797885898224195E+002	-1.1846676E+000	-1.1849808E+000	-1.881759527347706E+002	-2.5504425E-001	37	2.2298488E-001
2	0	0	1	5.798219898215757E+002	-1.1813273E+000	-1.1832271E+000	-1.794321532959407E+002	-2.6116860E-001	37	2.1230897E-001
2	0	0	1	5.798551898207370E+002	-1.1780069E+000	-1.1795434E+000	-1.711500584846067E+002	-2.6697281E-001	37	2.0187892E-001
2	0	0	1	5.798885898198932E+002	-1.1746665E+000	-1.1748101E+000	-1.629728264310627E+002	-2.7253750E-001	37	1.9146211E-001
2	0	0	1	5.799219898190495E+002	-1.1713260E+000	-1.1717342E+000	-1.551629805216968E+002	-2.7783579E-001	37	1.8180977E-001
2	0	0	1	5.799551898182108E+002	-1.1680057E+000	-1.1676404E+000	-1.476527011654116E+002	-2.8284788E-001	37	1.7240527E-001
2	0	0	1	5.799885898173670E+002	-1.1646651E+000	-1.1649866E+000	-1.403993539502886E+002	-2.8764409E-001	37	1.6356337E-001
2	0	0	1	5.800219898165233E+002	-1.1613249E+000	-1.1621141E+000	-1.333355982197652E+002	-2.9220209E-001	37	1.5495118E-001
2	0	0	1	5.800551898156846E+002	-1.1580044E+000	-1.1588811E+000	-1.265401502264870E+002	-2.9650244E-001	37	1.4664498E-001
2	0	0	1	5.800885898148408E+002	-1.1546640E+000	-1.1560298E+000	-1.198675590070086E+002	-3.0060393E-001	37	1.3857047E-001
2	0	0	1	5.801219898139971E+002	-1.1513236E+000	-1.1529436E+000	-1.133162055374073E+002	-3.0448464E-001	37	1.3064720E-001
2	0	0	1	5.801552898131558E+002	-1.1479987E+000	-1.1494083E+000	-1.070144095173471E+002	-3.0813915E-001	37	1.2300325E-001
2	0	0	1	5.801885898123146E+002	-1.1446695E+000	-1.1455213E+000	-1.008243097847480E+002	-3.1158671E-001	37	1.1549639E-001
2	0	0	1	5.802219898114708E+002	-1.1413291E+000	-1.1420455E+000	-9.474595213784119E+001	-3.1483978E-001	37	1.0820419E-001
2	0	0	1	5.802553898106271E+002	-1.1379887E+000	-1.1378559E+000	-8.872576639687532E+001	-3.1789100E-001	37	1.0095713E-001
2	0	0	1	5.802885898097884E+002	-1.1346684E+000	-1.1361197E+000	-8.292424073183997E+001	-3.2072723E-001	37	9.4211869E-002
2	0	0	1	5.803219898089446E+002	-1.1313279E+000	-1.1329747E+000	-7.718147580376376E+001	-3.2338771E-001	37	8.7444663E-002
2	0	0	1	5.803553898081009E+002	-1.1279875E+000	-1.1287376E+000	-7.153643809398005E+001	-3.2585859E-001	37	8.0745868E-002
2	0	0	1	5.803885898072622E+002	-1.1246672E+000	-1.1252340E+000	-6.599197437118607E+001	-3.2812831E-001	37	7.4256413E-002
2	0	0	1	5.804219898064184E+002	-1.1213267E+000	-1.1227686E+000	-6.039914913292273E+001	-3.3022612E-001	37	6.7814268E-002
2	0	0	1	5.804553898055747E+002	-1.1179863E+000	-1.1179949E+000	-5.492473083593211E+001	-3.3213949E-001	37	6.1405569E-002
2	0	0	1	5.804885898047360E+002	-1.1146659E+000	-1.1157672E+000	-4.949514822553715E+001	-3.3386055E-001	37	5.5225063E-002
2	0	0	1	5.805369898035133E+002	-1.1098235E+000	-1.1103287E+000	-4.160413524795467E+001	-3.3604157E-001	37	4.6194263E-002
2	0	0	1	5.805853898022906E+002	-1.1049845E+000	-1.1059591E+000	-3.389312643757569E+001	-3.3795348E-001	38	3.7484411E-002
2	0	0	1	5.806185898014519E+002	-1.1016643E+000	-1.1031982E+000	-2.862120530830487E+001	-3.3897865E-001	38	3.1574860E-002
2	0	0	1	5.806519898006081E+002	-1.0983238E+000	-1.0986319E+000	-2.334595845995113E+001	-3.3983400E-001	38	2.5648614E-002
2	0	0	1	5.806853897997644E+002	-1.0949836E+000	-1.0960554E+000	-1.807765519276808E+001	-3.4051335E-001	38	1.9814111E-002
2	0	0	1	5.807186897989232E+002	-1.0916586E+000	-1.0926232E+000	-1.284704312793991E+001	-3.4101546E-001	38	1.4036978E-002
2	0	0	1	5.807519897980819E+002	-1.0883293E+000	-1.0893692E+000	-7.689366270690016E+000	-3.4134519E-001	38	8.3765583E-003
2	0	0	1	5.807853897972382E+002	-1.0849890E+000	-1.0856973E+000	-2.455657487583772E+000	-3.4150210E-001	38	2.6661006E-003
2	1	0	1	5.808187897963944E+002	-1.0816486E+000	-1.0834938E+000	2.759994425305884E+000	-3.4148467E-001	38	-2.9904370E-003
2	1	0	1	5.808519897955557E+002	-1.0783281E+000	-1.0785861E+000	7.914335036951073E+000	-3.4129488E-001	38	-8.5362913E-003
2	1	0	1	5.808853897947120E+002	-1.0749878E+000	-1.0747448E+000	1.311370088592722E+001	-3.4093100E-001	38	-1.4093882E-002
2	1	0	1	5.809187897938682E+002	-1.0716473E+000	-1.0714195E+000	1.831241580210357E+001	-3.4039360E-001	38	-1.9620279E-002
2	1	0	1	5.809519897930295E+002	-1.0683270E+000	-1.0689981E+000	2.352369777869308E+001	-3.3968660E-001	38	-2.5146788E-002
2	1	0	1	5.809853897921857E+002	-1.0649866E+000	-1.0665915E+000	2.872959743473274E+001	-3.3880106E-001	38	-3.0642744E-002
2	1	0	1	5.810187897913420E+002	-1.0616461E+000	-1.0634966E+000	3.391325896285207E+001	-3.3774212E-001	38	-3.6066636E-002
2	1	0	1	5.810519897905033E+002	-1.0583258E+000	-1.0577468E+000	3.904654734174417E+001	-3.3651850E-001	38	-4.1301358E-002
2	1	0	1	5.810853897896595E+002	-1.0549853E+000	-1.0549721E+000	4.421919094880423E+001	-3.3511531E-001	38	-4.6650011E-002
2	1	0	1	5.811187897888158E+002	-1.0516449E+000	-1.0533764E+000	4.946119845213730E+001	-3.3353826E-001	38	-5.2101262E-002
2	1	0	1	5.811519897879771E+002	-1.0483245E+000	-1.0484930E+000	5.470488090956667E+001	-3.3179641E-001	38	-5.7357688E-002
2	1	0	1	5.811853897871333E+002	-1.0449842E+000	-1.0464793E+000	5.986553782780948E+001	-3.2987022E-001	38	-6.2648050E-002
2	1	0	1	5.812187897862896E+002	-1.0416436E+000	-1.0418781E+000	6.513395081608405E+001	-3.2777005E-001	38	-6.7861639E-002
2	1	0	1	5.812520897854483E+002	-1.0383167E+000	-1.0390880E+000	7.040675026358167E+001	-3.2550040E-001	38	-7.3158808E-002
2	1	0	1	5.812853897846071E+002	-1.0349895E+000	-1.0347083E+000	7.572857939119694E+001	-3.2305494E-001	38	-7.8356989E-002
2	1	0	1	5.813187897837634E+002	-1.0316491E+000	-1.0325290E+000	8.099443245357952E+001	-3.2042539E-001	38	-8.3629102E-002
2	1	0	1	5.813521897829196E+002	-1.0283087E+000	-1.0287265E+000	8.649859728230399E+001	-3.1761551E-001	38	-8.8983394E-002
2	1	0	1	5.813853897820809E+002	-1.0249883E+000	-1.0260075E+000	9.217505164217096E+001	-3.1463632E-001	38	-9.4572298E-002
2	1	0	1	5.814187897812371E+002	-1.0216479E+000	-1.0205078E+000	9.800991713877045E+001	-3.1144723E-001	38	-1.0001989E-001
2	1	0	1	5.814521897803934E+002	-1.0183076E+000	-1.0189933E+000	1.038295802912887E+002	-3.0806354E-001	38	-1.0580164E-001
2	1	0	1	5.815003897791757E+002	-1.0134887E+000	-1.0132588E+000	1.120961209467076E+002	-3.0281863E-001	38	-1.1358238E-001
2	1	0	1	5.815487897779531E+002	-1.0086464E+000	-1.0100900E+000	1.198662225776250E+002	-2.9727557E-001	37	-1.2107567E-001
2	1	0	1	5.815821897771093E+002	-1.0053059E+000	-1.0047898E+000	1.249965469333861E+002	-2.9317302E-001	37	-1.2559526E-001
2	1	0	1	5.816153897762706E+002	-1.0019857E+000	-1.0022826E+000	1.294639450011433E+002	-2.8893593E-001	37	-1.2975946E-001
2	1	0	1	5.816487897754268E+002	-9.9864519E-001	-9.9951190E-001	1.332907872207080E+002	-2.8453574E-001	37	-1.3322572E-001
2	1	0	1	5.816821897745831E+002	-9.9530476E-001	-9.9523550E-001	1.329906786046207E+002	-2.8007340E-001	37	-1.3235705E-001
2	1	0	1	5.817153897737444E+002	-9.9198431E-001	-9.9225396E-001	1.382536172423543E+002	-2.7557093E-001	37	-1.3718270E-001
2	1	0	1	5.817487897729006E+002	-9.8864394E-001	-9.8901588E-001	1.516219708898338E+002	-2.7070794E-001	37	-1.4995654E-001
2	1	0	1	5.817821897720569E+002	-9.8530358E-001	-9.8480111E-001	1.611219821361265E+002	-2.6546603E-001	37	-1.5867311E-001
2	1	0	1	5.818154897712157E+002	-9.8197645E-001	-9.8367482E-001	1.687289468461408E+002	-2.5995761E-001	37	-1.6597442E-001
2	1	0	1	5.818487897703744E+002	-9.7864944E-001	-9.7782719E-001	1.757704510155427E+002	-2.5420672E-001	37	-1.7187312E-001
2	1	0	1	5.818821897695307E+002	-9.7530901E-001	-9.7620773E-001	1.826625364176429E+002	-2.4820575E-001	37	-1.7831658E-001
2	1	0	1	5.819155897686869E+002	-9.7196859E-001	-9.7081155E-001	1.898330884057509E+002	-2.4197017E-001	37	-1.8429215E-001
2	1	0	1	5.819487897678482E+002	-9.6864831E-001	-9.6759129E-001	1.971302516174319E+002	-2.3553181E-001	37	-1.9074151E-001
2	1	0	1	5.819821897670045E+002	-9.6530783E-001	-9.6519393E-001	2.044872461290718E+002	-2.2880940E-001	37	-1.9736984E-001
2	1	0	1	5.820155897661607E+002	-9.6196741E-001	-9.6115100E-001	2.117826323901272E+002	-2.2184236E-001	37	-2.0355509E-001
2	1	0	1	5.820487897653220E+002	-9.5864707E-001	-9.5889372E-001	2.188973240841765E+002	-2.1467844E-001	37	-2.0989926E-001
2	1	0	1	5.820821897644782E+002	-9.5530659E-001	-9.5568752E-001	2.258036565872485E+002	-2.0723692E-001	37	-2.1579774E-001
2	1	0	1	5.821155897636345E+002	-9.5196623E-001	-9.5343602E-001	2.325029987600110E+002	-1.9956774E-001	37	-2.2167674E-001
2	1	0	1	5.821337897631747E+002	-9.5013905E-001	-9.4488901E-001	2.364231452941895E+002	-1.9531664E-001	37	-2.2339363E-001
