mode	ox/red	error	control changes	time/s	control/V	Ewe/V	<I>/mA	(Q-Qo)/C	I Range	<Ece>/V	P/W	Ewe-Ece/V	
2	0	0	1	7.329432262413742E+003	-1.0093905E+000	-1.0112094E+000	-2.344208368789197E+001	-1.8820902E-002	38	4.5371047E-001	2.3704855E-002	-1.4649198E+000
2	0	0	1	7.329765662409707E+003	-1.0127249E+000	-1.0136822E+000	-2.527768475786695E+001	-2.6997423E-002	38	4.8026940E-001	2.5623539E-002	-1.4939517E+000
2	0	0	1	7.330099062405665E+003	-1.0160586E+000	-1.0161943E+000	-2.747907742874372E+001	-3.5842929E-002	38	5.3138030E-001	2.7924083E-002	-1.5475746E+000
2	0	0	1	7.330432462401630E+003	-1.0193930E+000	-1.0200355E+000	-2.969656945098488E+001	-4.5433022E-002	38	5.5125207E-001	3.0291555E-002	-1.5712876E+000
2	0	0	1	7.330765862397617E+003	-1.0227267E+000	-1.0231403E+000	-3.164582964427723E+001	-5.5712480E-002	38	5.5625063E-001	3.2378122E-002	-1.5793910E+000
2	0	0	1	7.331099162393555E+003	-1.0260597E+000	-1.0272880E+000	-3.353068652929107E+001	-6.6626571E-002	38	5.5897701E-001	3.4445670E-002	-1.5862650E+000
2	0	0	1	7.331432462389523E+003	-1.0293928E+000	-1.0298264E+000	-3.539318785571794E+001	-7.8164048E-002	38	5.6135768E-001	3.6448840E-002	-1.5911841E+000
2	0	0	1	7.331765862385510E+003	-1.0327265E+000	-1.0338591E+000	-3.720184807170483E+001	-9.0317361E-002	38	5.6287658E-001	3.8461469E-002	-1.5967357E+000
2	0	0	1	7.332099262381453E+003	-1.0360607E+000	-1.0369216E+000	-3.898456674208012E+001	-1.0306980E-001	38	5.6481850E-001	4.0423941E-002	-1.6017401E+000
2	0	0	1	7.332432662377418E+003	-1.0393947E+000	-1.0390345E+000	-4.076698633160146E+001	-1.1641654E-001	38	5.6629294E-001	4.2358305E-002	-1.6053274E+000
2	0	0	1	7.332766062373375E+003	-1.0427288E+000	-1.0440360E+000	-4.253975142064496E+001	-1.3035603E-001	38	5.6790179E-001	4.4413034E-002	-1.6119378E+000
2	0	0	1	7.333099462369340E+003	-1.0460627E+000	-1.0467618E+000	-4.431128256101351E+001	-1.4488587E-001	38	5.6903291E-001	4.6383355E-002	-1.6157947E+000
2	0	0	1	7.333432862365313E+003	-1.0493965E+000	-1.0506508E+000	-4.608779507188476E+001	-1.6000651E-001	38	5.7041675E-001	4.8422180E-002	-1.6210675E+000
2	0	0	1	7.333766162361280E+003	-1.0527298E+000	-1.0536840E+000	-4.790313985466003E+001	-1.7572252E-001	38	5.7177430E-001	5.0474770E-002	-1.6254582E+000
2	0	0	1	7.334099462357233E+003	-1.0560627E+000	-1.0563449E+000	-4.977295033925236E+001	-1.9205283E-001	38	5.7279211E-001	5.2577402E-002	-1.6291370E+000
2	0	0	1	7.334432862353206E+003	-1.0593969E+000	-1.0593671E+000	-5.166585034243030E+001	-2.0901465E-001	38	5.7421631E-001	5.4733101E-002	-1.6335833E+000
2	0	0	1	7.334766262349178E+003	-1.0627307E+000	-1.0630690E+000	-5.364092163204032E+001	-2.2662234E-001	38	5.7557887E-001	5.7023998E-002	-1.6386478E+000
2	0	0	1	7.335099662345128E+003	-1.0660646E+000	-1.0672762E+000	-5.572841946134156E+001	-2.4490851E-001	38	5.7701302E-001	5.9477616E-002	-1.6442893E+000
2	0	0	1	7.335433062341086E+003	-1.0693986E+000	-1.0694166E+000	-5.796560604762669E+001	-2.6391822E-001	38	5.7834041E-001	6.1989386E-002	-1.6477571E+000
2	0	0	1	7.335766462337051E+003	-1.0727326E+000	-1.0733385E+000	-6.030796643293775E+001	-2.8369093E-001	38	5.7964784E-001	6.4730860E-002	-1.6529863E+000
2	0	0	1	7.336099762333033E+003	-1.0760657E+000	-1.0768428E+000	-6.274897855856898E+001	-3.0425483E-001	38	5.8143789E-001	6.7570783E-002	-1.6582806E+000
2	0	0	1	7.336433062328979E+003	-1.0793988E+000	-1.0792909E+000	-6.529493993216306E+001	-3.2565087E-001	38	5.8284336E-001	7.0472233E-002	-1.6621342E+000
2	0	0	1	7.336766462324944E+003	-1.0827327E+000	-1.0834118E+000	-6.797548577309294E+001	-3.4792560E-001	38	5.8419728E-001	7.3645443E-002	-1.6676091E+000
2	0	0	1	7.337099862320916E+003	-1.0860667E+000	-1.0870715E+000	-7.078089349771290E+001	-3.7111634E-001	38	5.8605891E-001	7.6943897E-002	-1.6731305E+000
2	0	0	1	7.337433262316888E+003	-1.0894005E+000	-1.0895185E+000	-7.369491027050685E+001	-3.9526191E-001	38	5.8786488E-001	8.0291972E-002	-1.6773834E+000
2	0	0	1	7.337766662312824E+003	-1.0927348E+000	-1.0926419E+000	-7.683191870855239E+001	-4.2041668E-001	38	5.8948797E-001	8.3949775E-002	-1.6821299E+000
2	0	0	1	7.338100062308797E+003	-1.0960687E+000	-1.0963824E+000	-8.022757936134803E+001	-4.4666263E-001	38	5.9112340E-001	8.7960102E-002	-1.6875057E+000
2	0	0	1	7.338433362304771E+003	-1.0994018E+000	-1.0994972E+000	-8.387900793720360E+001	-4.7407839E-001	38	5.9330601E-001	9.2224732E-002	-1.6928031E+000
2	0	0	1	7.338766662300717E+003	-1.1027349E+000	-1.1019331E+000	-8.780036872465871E+001	-5.0275958E-001	38	5.9531319E-001	9.6750133E-002	-1.6972463E+000
2	0	0	1	7.339100062296689E+003	-1.1060687E+000	-1.1058161E+000	-9.181993113406594E+001	-5.3277320E-001	38	5.9716171E-001	1.0153596E-001	-1.7029779E+000
2	0	0	1	7.339433462292654E+003	-1.1094025E+000	-1.1097591E+000	-9.596488023486086E+001	-5.6414932E-001	38	5.9936178E-001	1.0649790E-001	-1.7091209E+000
2	0	0	1	7.339766862288612E+003	-1.1127368E+000	-1.1128662E+000	-1.001316737451768E+002	-5.9691185E-001	38	6.0121328E-001	1.1143315E-001	-1.7140794E+000
2	0	0	1	7.340100262284599E+003	-1.1160707E+000	-1.1162905E+000	-1.043328636124551E+002	-6.3107032E-001	38	6.0347044E-001	1.1646578E-001	-1.7197609E+000
2	0	0	1	7.340433662280535E+003	-1.1194048E+000	-1.1195453E+000	-1.084644715874338E+002	-6.6662043E-001	38	6.0544086E-001	1.2143090E-001	-1.7249862E+000
2	0	0	1	7.340766962276510E+003	-1.1227378E+000	-1.1235844E+000	-1.123817196440057E+002	-7.0349818E-001	37	6.0729611E-001	1.2627034E-001	-1.7308805E+000
2	0	0	1	7.341100362272482E+003	-1.1260718E+000	-1.1265814E+000	-1.164460852783172E+002	-7.4171644E-001	37	6.0911459E-001	1.3118599E-001	-1.7356961E+000
2	0	0	1	7.341433662268428E+003	-1.1294047E+000	-1.1286353E+000	-1.205047189577369E+002	-7.8127885E-001	37	6.1114472E-001	1.3600588E-001	-1.7397799E+000
2	0	0	1	7.341767062264400E+003	-1.1327386E+000	-1.1333656E+000	-1.244484355256936E+002	-8.2218802E-001	37	6.1268228E-001	1.4104559E-001	-1.7460480E+000
2	0	0	1	7.342100462260365E+003	-1.1360728E+000	-1.1358672E+000	-1.284195694353151E+002	-8.6441237E-001	37	6.1460102E-001	1.4586759E-001	-1.7504683E+000
2	0	0	1	7.342433862256323E+003	-1.1394066E+000	-1.1395969E+000	-1.324279019164870E+002	-9.0796798E-001	37	6.1642474E-001	1.5091443E-001	-1.7560217E+000
2	0	0	1	7.342767262252310E+003	-1.1427410E+000	-1.1449248E+000	-1.365111727198450E+002	-9.5287246E-001	37	6.1823571E-001	1.5629502E-001	-1.7631605E+000
2	0	0	1	7.343100662248246E+003	-1.1460747E+000	-1.1461802E+000	-1.404284758482263E+002	-9.9910903E-001	37	6.1946821E-001	1.6095634E-001	-1.7656484E+000
2	0	0	1	7.343433962244213E+003	-1.1494077E+000	-1.1499277E+000	-1.442789560048382E+002	-1.0466242E+000	37	6.2114275E-001	1.6591038E-001	-1.7710705E+000
2	0	0	1	7.343767262240202E+003	-1.1527408E+000	-1.1535791E+000	-1.481852418925885E+002	-1.0954353E+000	37	6.2302506E-001	1.7094339E-001	-1.7766042E+000
2	0	0	1	7.344100662236138E+003	-1.1560745E+000	-1.1565182E+000	-1.520318578673080E+002	-1.1455506E+000	37	6.2455791E-001	1.7582761E-001	-1.7810762E+000
2	0	0	1	7.344434062232111E+003	-1.1594089E+000	-1.1592493E+000	-1.557240881068581E+002	-1.1969264E+000	37	6.2625629E-001	1.8052304E-001	-1.7855055E+000
2	0	0	1	7.344767462228068E+003	-1.1627426E+000	-1.1621646E+000	-1.594959755125110E+002	-1.2495421E+000	37	6.2771720E-001	1.8536057E-001	-1.7898817E+000
2	0	0	1	7.345100862224033E+003	-1.1660768E+000	-1.1661527E+000	-1.633894158601029E+002	-1.3034377E+000	37	6.2957186E-001	1.9053701E-001	-1.7957246E+000
2	0	0	1	7.345434262220020E+003	-1.1694108E+000	-1.1713119E+000	-1.671226948242800E+002	-1.3586051E+000	37	6.3103139E-001	1.9575280E-001	-1.8023432E+000
2	0	0	1	7.345767562215959E+003	-1.1727436E+000	-1.1729615E+000	-1.709777620021532E+002	-1.4150194E+000	37	6.3256699E-001	2.0055033E-001	-1.8055284E+000
2	0	0	1	7.346100962211924E+003	-1.1760778E+000	-1.1763177E+000	-1.746718903659960E+002	-1.4727081E+000	37	6.3409853E-001	2.0546964E-001	-1.8104162E+000
2	0	0	1	7.346434262207913E+003	-1.1794106E+000	-1.1782762E+000	-1.784918874734517E+002	-1.5316296E+000	37	6.3589877E-001	2.1031274E-001	-1.8141749E+000
2	0	0	1	7.346767662203849E+003	-1.1827447E+000	-1.1844444E+000	-1.824966692842618E+002	-1.5918809E+000	37	6.3730443E-001	2.1615717E-001	-1.8217489E+000
2	0	0	1	7.347101062199821E+003	-1.1860785E+000	-1.1857692E+000	-1.865266311209152E+002	-1.6534727E+000	37	6.3862884E-001	2.2117753E-001	-1.8243980E+000
2	0	0	1	7.347434462195779E+003	-1.1894128E+000	-1.1894382E+000	-1.905087161334193E+002	-1.7163932E+000	37	6.3992250E-001	2.2659835E-001	-1.8293607E+000
2	0	0	1	7.347767862191744E+003	-1.1927469E+000	-1.1927505E+000	-1.944547021095127E+002	-1.7806361E+000	37	6.4190841E-001	2.3193593E-001	-1.8346589E+000
2	0	0	1	7.348101262187731E+003	-1.1960806E+000	-1.1977301E+000	-1.984563962330913E+002	-1.8462079E+000	37	6.4351326E-001	2.3769720E-001	-1.8412433E+000
2	0	0	1	7.348367862184503E+003	-1.1987468E+000	-1.2009681E+000	-2.015548210367001E+002	-1.8994942E+000	37	6.4455038E-001	2.4206091E-001	-1.8455186E+000
2	0	0	0	7.348476662183166E+003	-1.1999134E+000	-1.2046601E+000	-2.028354931999655E+002	-1.9214745E+000	37	6.4367199E-001	2.4434781E-001	-1.8483320E+000
