mode	ox/red	error	control changes	time/s	control/V	Ewe/V	<I>/mA	(Q-Qo)/C	I Range	<Ece>/V	P/W	Ewe-Ece/V	
2	1	0	0	1.530057985763415E+002	-9.5025247E-001	-9.4927204E-001	3.127476575297692E+001	1.0602882E-003	38	-1.1050371E+000	-2.9688261E-002	1.5576506E-001
2	1	0	1	1.531891985717084E+002	-9.5208693E-001	-9.5283914E-001	2.621794469610643E+001	5.9423628E-003	38	-1.0938692E+000	-2.4981484E-002	1.4103007E-001
2	1	0	1	1.535225985632860E+002	-9.5542073E-001	-9.5543689E-001	1.915880766920220E+001	1.3370105E-002	38	-1.0743154E+000	-1.8305032E-002	1.1887854E-001
2	1	0	1	1.538558985548661E+002	-9.5875371E-001	-9.5920366E-001	1.369920326607854E+001	1.8730218E-002	38	-1.0516586E+000	-1.3140326E-002	9.2454970E-002
2	1	0	1	1.541891985464463E+002	-9.6208680E-001	-9.6266091E-001	9.242073709464819E+000	2.2449883E-002	38	-1.0220901E+000	-8.8969832E-003	5.9429169E-002
2	1	0	1	1.545392985376020E+002	-9.6558785E-001	-9.6554637E-001	5.296503123126321E+000	2.4863200E-002	38	-9.7745669E-001	-5.1140194E-003	1.1910319E-002
2	1	0	1	1.548893985287577E+002	-9.6908885E-001	-9.6889466E-001	1.891384674280879E+000	2.6051208E-002	39	-9.1667682E-001	-1.8325525E-003	-5.2217841E-002
2	1	0	1	1.552227985203353E+002	-9.7242266E-001	-9.7307473E-001	-9.571610492738767E-001	2.6121888E-002	39	-8.4534055E-001	9.3138922E-004	-1.2773418E-001
2	0	0	1	1.555560985119155E+002	-9.7575587E-001	-9.7565073E-001	-3.526002614875626E+000	2.5292911E-002	39	-7.7466458E-001	3.4401470E-003	-2.0098615E-001
2	0	0	1	1.558893985034956E+002	-9.7908872E-001	-9.7954202E-001	-5.855018419351623E+000	2.3650076E-002	39	-7.1527725E-001	5.7352367E-003	-2.6426476E-001
2	0	0	1	1.562227984950732E+002	-9.8242271E-001	-9.8296136E-001	-8.030757933461627E+000	2.1257211E-002	39	-6.6036111E-001	7.8939246E-003	-3.2260025E-001
2	0	0	1	1.565728984862290E+002	-9.8592395E-001	-9.8594344E-001	-1.006811416448316E+001	1.7988760E-002	39	-5.1607549E-001	9.9265911E-003	-4.6986794E-001
2	0	0	1	1.569229984773847E+002	-9.8942459E-001	-9.8984390E-001	-1.211596170952240E+001	1.4038351E-002	38	-8.8367134E-002	1.1992911E-002	-9.0147674E-001
2	0	0	1	1.572562984689648E+002	-9.9275786E-001	-9.9218625E-001	-1.408151247310497E+001	9.5958114E-003	38	2.4556805E-001	1.3971483E-002	-1.2377543E+000
2	0	0	1	1.575895984605449E+002	-9.9609065E-001	-9.9708408E-001	-1.595382672949211E+001	4.5162248E-003	38	4.0159351E-001	1.5907306E-002	-1.3986776E+000
2	0	0	1	1.579229984521226E+002	-9.9942464E-001	-9.9851847E-001	-1.755871989638507E+001	-1.1386160E-003	38	4.2735693E-001	1.7532706E-002	-1.4258754E+000
2	0	0	1	1.582563984437002E+002	-1.0027587E+000	-1.0038308E+000	-1.948691188989231E+001	-7.3863734E-003	38	4.3333635E-001	1.9561563E-002	-1.4371672E+000
2	0	0	1	1.585897984352778E+002	-1.0060928E+000	-1.0052686E+000	-2.137152505889438E+001	-1.4270003E-002	38	4.3822095E-001	2.1484122E-002	-1.4434896E+000
2	0	0	1	1.589231984268554E+002	-1.0094270E+000	-1.0073076E+000	-2.329385327593485E+001	-2.1788053E-002	38	4.4342634E-001	2.3464076E-002	-1.4507340E+000
2	0	0	1	1.592564984184355E+002	-1.0127598E+000	-1.0126008E+000	-2.527161459571880E+001	-2.9955162E-002	38	4.5031390E-001	2.5590057E-002	-1.4629147E+000
2	0	0	1	1.595898984100131E+002	-1.0160940E+000	-1.0152872E+000	-2.717051011099704E+001	-3.8773187E-002	38	4.6509334E-001	2.7585870E-002	-1.4803805E+000
2	0	0	1	1.599231984015933E+002	-1.0194267E+000	-1.0197380E+000	-2.845721840426054E+001	-4.8114207E-002	38	5.0339979E-001	2.9018905E-002	-1.5231378E+000
2	0	0	1	1.602565983931709E+002	-1.0227607E+000	-1.0237929E+000	-3.029224407635902E+001	-5.7975132E-002	38	5.4201609E-001	3.1012984E-002	-1.5658090E+000
2	0	0	1	1.605899983847485E+002	-1.0260949E+000	-1.0257885E+000	-3.210069768079620E+001	-6.8449929E-002	38	5.5161828E-001	3.2928526E-002	-1.5774069E+000
2	0	0	1	1.609233983763261E+002	-1.0294287E+000	-1.0300698E+000	-3.369784541349297E+001	-7.9487041E-002	38	5.5507046E-001	3.4711134E-002	-1.5851402E+000
2	0	0	1	1.612567983679037E+002	-1.0327629E+000	-1.0344768E+000	-3.526993816324455E+001	-9.1051266E-002	38	5.5759352E-001	3.6485933E-002	-1.5920703E+000
2	0	0	1	1.615901983594813E+002	-1.0360966E+000	-1.0348657E+000	-3.687309773489301E+001	-1.0314520E-001	38	5.5946201E-001	3.8158707E-002	-1.5943277E+000
2	0	0	1	1.619234983510614E+002	-1.0394297E+000	-1.0397429E+000	-3.853571803378372E+001	-1.1577965E-001	38	5.6141162E-001	4.0067241E-002	-1.6011546E+000
2	0	0	1	1.622567983426416E+002	-1.0427628E+000	-1.0432193E+000	-4.028589985844729E+001	-1.2898399E-001	38	5.6318980E-001	4.2027030E-002	-1.6064091E+000
2	0	0	1	1.625901983342192E+002	-1.0460967E+000	-1.0474545E+000	-4.216110240456640E+001	-1.4279893E-001	38	5.6491506E-001	4.4161834E-002	-1.6123695E+000
2	0	0	1	1.629235983257968E+002	-1.0494308E+000	-1.0488805E+000	-4.422276429283920E+001	-1.5727082E-001	38	5.6649041E-001	4.6384394E-002	-1.6153709E+000
2	0	0	1	1.632569983173744E+002	-1.0527645E+000	-1.0535542E+000	-4.647900655088313E+001	-1.7246318E-001	38	5.6842375E-001	4.8968151E-002	-1.6219779E+000
2	0	0	1	1.635903983089520E+002	-1.0560989E+000	-1.0541691E+000	-4.900041070366603E+001	-1.8845293E-001	38	5.7025105E-001	5.1654715E-002	-1.6244202E+000
2	0	0	1	1.639237983005296E+002	-1.0594326E+000	-1.0585175E+000	-5.182115060567730E+001	-2.0533694E-001	38	5.7191354E-001	5.4853592E-002	-1.6304309E+000
2	0	0	1	1.642570982921097E+002	-1.0627660E+000	-1.0628654E+000	-5.486286142790559E+001	-2.2319472E-001	38	5.7409495E-001	5.8311835E-002	-1.6369603E+000
2	0	0	1	1.645903982836899E+002	-1.0660987E+000	-1.0676984E+000	-5.802728989781474E+001	-2.4208727E-001	38	5.7603812E-001	6.1955642E-002	-1.6437365E+000
2	0	0	1	1.649237982752675E+002	-1.0694325E+000	-1.0694618E+000	-6.132925590980710E+001	-2.6206574E-001	38	5.7802844E-001	6.5589301E-002	-1.6474903E+000
2	0	0	1	1.652571982668451E+002	-1.0727668E+000	-1.0725923E+000	-6.458743840316470E+001	-2.8313729E-001	38	5.7988435E-001	6.9275990E-002	-1.6524765E+000
2	0	0	1	1.655905982584227E+002	-1.0761007E+000	-1.0764917E+000	-6.782545439225092E+001	-3.0529147E-001	38	5.8198196E-001	7.3013537E-002	-1.6584737E+000
2	0	0	1	1.659239982500003E+002	-1.0794351E+000	-1.0805759E+000	-7.106041007032570E+001	-3.2852384E-001	38	5.8374333E-001	7.6786168E-002	-1.6643193E+000
2	0	0	1	1.662573982415779E+002	-1.0827688E+000	-1.0822489E+000	-7.418474846525669E+001	-3.5281497E-001	38	5.8511609E-001	8.0286361E-002	-1.6673651E+000
2	0	0	1	1.665906982331580E+002	-1.0861018E+000	-1.0860358E+000	-7.691763273200542E+001	-3.7807411E-001	38	5.8678639E-001	8.3535306E-002	-1.6728222E+000
2	0	0	1	1.669239982247382E+002	-1.0894347E+000	-1.0902282E+000	-7.895854681909623E+001	-4.0412262E-001	38	5.8772171E-001	8.6082831E-002	-1.6779499E+000
2	0	0	1	1.672573982163158E+002	-1.0927687E+000	-1.0937781E+000	-8.011162771190629E+001	-4.3070388E-001	38	5.8848417E-001	8.7624349E-002	-1.6822623E+000
2	0	0	1	1.675907982078934E+002	-1.0961030E+000	-1.0961688E+000	-8.044386607514525E+001	-4.5752364E-001	38	5.8902884E-001	8.8180050E-002	-1.6851976E+000
2	0	0	1	1.679241981994710E+002	-1.0994366E+000	-1.0990194E+000	-8.033836509400544E+001	-4.8437420E-001	38	5.8883148E-001	8.8293426E-002	-1.6878510E+000
2	0	0	1	1.682575981910486E+002	-1.1027708E+000	-1.1039009E+000	-8.008634489596898E+001	-5.1116204E-001	38	5.8883935E-001	8.8407390E-002	-1.6927402E+000
